a00_cle_idweb,d01_07_cp,d01_08_ville,d01_01_denomination,g04_052_descripteurs_libelles,g04_09_resume_objet,g04_061_criteres_sociaux,g01_02_02_perimetre,g01_02_01_famille,g01_02_03_nature,g01_02_04_statut,g04_062_criteres_environnementaux,g04_01_date_publication
19-143114,27200,Vernon,Ville de Vernon,"[""Maîtrise d'oeuvre""]",Marché 2019/039 Accord Cadre portant sur la mission de maîtrise d'oeuvre relative à la réhabilitation du groupe scolaire du Moussel de la Ville de Vernon,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142408,29196,Quimper cedex,Département du Finistère,['Prestations de services'],Diagnostic des infrastructures de déplacements,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143098,29570,Camaret sur Mer,COMMUNE DE CAMARET SUR MER,['Chauffage (travaux)'],réfection de la chaudière,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143053,29570,Camaret sur Mer,COMMUNE DE CAMARET SUR MER,['Sécurité incendie'],travaux de remplacement du système de sécurité incendie,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143635,29609,Brest cedex,CH REG ET UNVT DE BREST,['Informatique (assistance)'],"Le présent marché vise à obtenir la mise en service d'une plateforme de formation propre au CHRU de Brest, ainsi que la création des premiers modules de formation à l'usage de cette applicat",non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142976,30390,Aramon,Ville d'Aramon,"['Détection incendie', ""Matériel de secours et d'incendie"", 'Sécurité incendie']","Vérification, maintenance et acquisition des équipements de sécurité",non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-137960,30947,Nîmes,Ville de Nîmes,"['Maintenance', ""Matériel de secours et d'incendie""]","la présente consultation concerne les prestations de maintenance des hydrants, bornes de puisage et bornes fontaines sur la commune de nîmes.",non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142325,31035,Toulouse cedex 1,DSNA,['Audit'],audit des antennes avancées,non,directive25,joue,attribution,initial,non,2019-09-20
19-142013,31038,Toulouse cedex 9,MISSION REGIONALE ACHATS MIDI PYRENEES,['Espaces verts'],Prestation d'entretien des espaces verts pour le compte des services de l'Etat et opérateurs publics en région Occitanie,oui,directive24,joue,appeloffre,initial,oui,2019-09-20
19-143115,31046,Toulouse,CAF de Toulouse,"[""Tous corps d'état""]",Travaux de rénovation des locaux de Jolimont,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143183,31046,Toulouse,CAF de Toulouse,"['Consommables informatiques', 'Informatique (matériel)']",Acquisition de petites fournitures informatiques,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-142237,31055,Toulouse cedex,ENAC,['Formation'],"Prestations d'enseignement en psychopédagogie, des relations humaines et des facteurs humains pour les élèves et stagiaires de l'ENAC",non,directive24,joue,appeloffre,initial,non,2019-09-20
19-141943,31055,Toulouse cedex,ENAC,['Maintenance'],Réalisation d'interventions de maintenance aéronautique sur les moteurs Pratt et Whitney et les accessoires associés installés sur les avions exploités par l'ENAC et appartenant à la DTI et,non,directive24,joue,attribution,initial,non,2019-09-20
19-142274,31062,Toulouse,Université Paul Sabatier,['Optique'],Découpeur de pupille de l'instrument de SPIP,non,directive24,joue,attribution,initial,non,2019-09-20
19-133264,31086,Toulouse Cedex 2,S.P.L Midi-Pyrénées Construction,"[""Maîtrise d'oeuvre""]",Maîtrise d'oeuvre pour le transfert de sections entre la Cité scolaire à Mirepoix et le Lycée Pyrène site Cros à Pamiers (opération no 50177),non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143303,31093,Toulouse cedex 9,CPAM 31,['Prestations de services'],Médecine Préventive pour la CPAM de Haute Garonne,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143306,31400,Toulouse,SMEA31,['Maintenance'],Prestations de maintenance des fermetures motorisées des bâtiments du SMEA 31,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143054,31400,Toulouse,SOLIHA Haute-Garonne,"['Ascenseur', 'Carrelage', 'Charpente', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Couverture', 'Démolition', 'Electricité (travaux)', 'Isolation', 'Menuiserie', 'Peinture (travaux)', 'Plâtrerie', 'Plomberie (travaux)', 'Sanitaire', 'Ventilation', 'Zinguerie']",Réhabilitation et transformation d'une maison familiale en immeuble collectif comprenant 14 studios PMR et un espace collectif,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143199,31406,TOULOUSE,REGION OCCITANIE,"[""Assistance à maîtrise d'ouvrage""]",Audit du dispositif d'accompagnement Régional des bâtiments exemplaires NoWatt,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-141988,31470,Sainte Foy De Peyrolieres,COMMUNE DE SAINTE FOY DE PEYROLIERES,"[""Maîtrise d'oeuvre""]",Construction d'un complexe scolaire élémentaire de Sainte Foy de PeyrolièresConcours restreint sur esquisse - Mission de maîtrise d'oeuvre pour la construction d'un complexe s,non,directive24,joue,attribution,initial,non,2019-09-20
19-142487,31505,Toulouse,TOULOUSE METROPOLE,['Signalétique'],19c070ao - Pr/Hl - Fourniture De Produits Pour Signalétique Intérieure Et Extérieure - Années 2020 à 2023,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143455,31505,Toulouse,TOULOUSE METROPOLE,"[""Matériel de secours et d'incendie""]",19C050PA - DG-EO - CONTROLE REGLEMENTAIRE DES EQUIPEMENTS DE LUTTE CONTRE LES RISQUES LIES AU GAZ - ANNEES 2019 A 2023,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143299,32007,AUCH CEDEX,Ville d'Auch,['Réseaux divers'],AMÉNAGEMENT DE L'AVENUE SAMBRE ET MEUSE,non,cmp2006,fns,attribution,initial,non,2019-09-20
19-142079,33000,Bordeaux,AMPA,['Cuisine (équipement)'],Fourniture de matériel de restauration,non,directive24,joue,appeloffre,initial,oui,2019-09-20
19-134550,33000,Bordeaux,Université de Bordeaux,"[""Matériel d'imprimerie""]","fourniture, livraison, installation et mise en ordre de marche d'imprimantes 3d pour le technoshop",non,directive24,joue,attribution,initial,non,2019-09-20
19-142092,33000,Bordeaux,AMPA,"['Blanchisserie (matériel)', 'Matériel électrique', 'Nettoyage de locaux']",Fourniture matériel de nettoyage et blanchisserie,non,directive24,joue,appeloffre,initial,oui,2019-09-20
19-142084,33000,Bordeaux,AMPA,['Espaces verts'],Fourniture de matériel d'espace vert,non,directive24,joue,appeloffre,initial,oui,2019-09-20
19-143261,33000,Bordeaux,Région Nouvelle Aquitaine,"['Bardage', 'Câblage', 'Gros oeuvre', 'Menuiserie', 'Plâtrerie']",Marché de travaux pour la création d'un nouvel internat au lycée Cousteau à St André de Cubzac. Opération 9369B001. Marché 2019B000T06510,oui,cmp2006,fns,appeloffre,rectificatif,oui,2019-09-20
19-140193,33045,Bordeaux,Bordeaux Métropole,['Prestations de services'],"Aménagement, gestion technique et sociale de l'espace temporaire d'insertion de Bèlges",non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143357,33045,BORDEAUX,COMMUNE DE BORDEAUX,['Bâtiment'],LA CONSTRUCTION DE LA CRECHE BENAUGE VINCENT - LOT N°7 : PLAFONDS,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143513,33045,Bordeaux,COMMUNE DE BORDEAUX,"['Piscine', ""Tous corps d'état""]",RESTRUCTURATION DE LA PISCINE GALIN - relance lots 4 -5 a - 5b -10 -11 - 16 (rectificatif),non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-20
19-143002,33045,BORDEAUX,COMMUNE DE BORDEAUX,['Prestations de services'],CONSTRUCTION DU GYMNASE BASSINS A FLOT,non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-20
19-143078,33062,Bordeaux cedex,DISP BORDEAUX,"[""Tous corps d'état""]",MARCHE DE TRAVAUX POUR LA RÉNOVATION DES DEUX CUISINES DE DÉTENTION DE LA MAISON CENTRALE DE SAINT MARTIN DE RÉ,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142484,33074,Bordeaux,DEPARTEMENT DE LA GIRONDE,['Prestations de services'],Chèque Emploi Service Universel Préfinancé (Cesu),non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143556,33074,Bordeaux cedex,MINISTERE DE LA CULTURE,"[""Oeuvre d'art""]","33 - BORDEAUX - Cathédrale Saint André - Restauration de 16 tableaux, du christ en croix, d'un prie dieu et du siège du célébrant situé dans le promenoir des sacristies",non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-141947,33077,Bordeaux,Région Nouvelle Aquitaine,['Prestations de services'],Accompagnement de la Région dans la définition d'une stratégie et un déploiement opérationnel régional en matière d'intelligence économique,non,directive24,joue,attribution,initial,non,2019-09-20
19-141936,33081,Bordeaux cedex,SDIS 33 Gironde,['Maintenance'],"Maintenance, entretien et réparations, des ascenseurs, monte-charges et monte-plats du SDIS 33.",non,directive24,joue,appeloffre,initial,non,2019-09-20
19-142107,33081,Bordeaux cedex,SDIS 33 Gironde,"['Boisson', 'Denrées alimentaires', 'Repas, traiteur']",Fourniture de bouteilles d'eau minérale non gazeuse et de rations alimentaires de campagne destinées au soutien sanitaire aux opérations du SDIS 33,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143275,33112,Saint-Laurent Médoc,SYNDICAT MIXTE PAYS MEDOC,"['Métallerie', 'Panneaux', 'Signalisation', 'Voirie et réseaux divers']",Fourniture et pose de matériels de signalisation routière aux entrées du Parc naturel régional Médoc et aux entrées de communes membres du Parc,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143385,33150,Cenon,CCAS,"['Repas, traiteur']",repas des aînés 2020,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-142057,33401,Talence cedex,Mairie de Talence,"['Jeux, jouets']","ACQUISITION DE FOURNITURES ET MATERIELS DE LOISIRS CREATIFS, DE FOURNITURES ET MATERIELS EDUCATIFS ET DE JEUX DE SOCIETE - ANNEES 2020 A 2021",non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143254,33410,Cadillac,VILLE DE CADILLAC,"['Bâtiment', 'Cimetière']","Travaux de mise en valeur du cimetière des oubliés, valorisation du site partiellement inscrit aux monuments historiques.",non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143099,33420,Rauzan,SIRP Rauzan Jugazan Bellefond,"['Restauration collective', 'Denrées alimentaires']",fourniture de repas en denrées brutes,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-142054,33470,Gujan-Mestras,VILLE DE GUJAN MESTRAS,['Restauration collective'],Confection Et Livraison De Repas En Liaison Froide Et De Gouters,non,directive24,joue,attribution,initial,non,2019-09-20
19-143405,33500,libourne,Ville de Libourne,"['Démolition', 'Espaces verts', 'Serrurerie', 'Terrassement', 'Voirie']",aménagement des berges de la dordogne et de l'isle,oui,cmp2006,fns,appeloffre,initial,oui,2019-09-20
19-142542,33650,Martillac,CdC Montesquieu,['Assurance'],Assurance des risques statutaires des agents de la Communauté de Communes de Montesquieu,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-141409,33820,BRAUD ET SAINT LOUIS,COMMUNE DE BRAUD ET SAINT LOUIS,"['Bâtiment', 'Chauffage (travaux)', 'Equipement sportif', 'Gros oeuvre', 'Piscine']",Marché de conception- réalisation - travaux de rénovation extension piscine tournesol de Braud et Saint Louis,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-142138,34075,Montpellier,TAM - Transports Agglo Montpellier,['Transport'],Régie publicitaire du réseau bus de la métropole de Montpellier,non,directive25,joue,appeloffre,initial,non,2019-09-20
19-142405,34087,Montpellier,Conseil départemental de l'Hérault,['Végétaux'],Fourniture et livraison d'arbres d'ornement,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143181,34093,Montpellier,C.R.O.U.S. de Montpellier,"[""Tous corps d'état""]",Réhabilitation du bâtiment 6 de la cité universitaire Colombière - Relance,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142497,34110,Frontignan,Sète agglopôle Méditerrannée,['Hygiène (articles)'],Fourniture de produits d'hygiène pour le groupement de commande de Sète agglôpole méditerranée,non,directive24,joue,attribution,initial,non,2019-09-20
19-143150,34132,MAUGUIO,MAIRIE DE MAUGUIO CARNON,['Sonorisation'],FOURNITURE ET LIVRAISON DE MATÉRIEL ET D' ÉQUIPEMENTS DE SONORISATION ET D'ÉCLAIRAGE POUR LA VILLE DE MAUGUIO-CARNON,non,cmp2006,mapa,appeloffre,rectificatif,non,2019-09-20
19-116713,34267,Montpellier,Montpellier Méditerranée Métropole,"['Berge', 'Enrochements', 'Génie civil', 'Maçonnerie', 'Ouvrage hydraulique', 'Palplanches', 'Terrassement']",Travaux de terrassement et de génie civil pour la construction et la réparation d'ouvrages hydrauliques et de berges de cours d'eau,oui,directive24,joue,appeloffre,initial,oui,2019-09-20
19-143522,34370,MARAUSSAN,Commune de Maraussan,['Espaces verts'],MARCHE PUBLIC RESTREINT DE MAITRISE D'OEUVRE POUR LA CREATION D' PARC PAYSAGER ET DE JARDINS FAMILIAUX SUR LA COMMUNE DE MARAUSSAN,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143262,34400,Lunel,Communauté de Communes Pays de Lunel,['Etude'],ELABORATION DU PLAN CLIMAT AIR ENERGIE TERRITORIAL DE LA COMMUNAUTE DE COMMUNES DU PAYS DE LUNEL,non,cmp2006,mapa,attribution,initial,non,2019-09-20
19-143279,34403,Lunel cedex,COMMUNE DE LUNEL,['Bâtiment'],Aménagement d'un centre d'accueil de loisirs maternel au sein du bâtiment 'Le Lavoir' - Relance du lot 1 - Gros oeuvre,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-140628,34630,SAINT THIBERY,Cté d'Agglo Hérault Méditerranée,"['Bâtiment', 'Fondations spéciales']",Restauration générale du Château Laurens,non,directive24,joue,attribution,initial,non,2019-09-20
19-142099,34700,Lodeve,Commune de Lodève,['Assurance'],Prestation de services d'assurance 'droits statutaires',non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143389,34960,Montpellier cedex 2,S.A.3.M.,['Voirie et réseaux divers'],"Travaux de terrassements, voirie, réseaux humides et réseaux secs pour la réalisation de la ZAC BEAUSOLEIL",non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-141803,35027,Rennes,MSA des Portes de Bretagne,"['Abris', 'Nettoyage de locaux']",Nettoyage sites MSA,oui,directive24,joue,appeloffre,initial,oui,2019-09-20
19-143516,35033,Rennes cedex 9,CTRE HOSPITALIER UNIVERS PONTCHAILLOU,['Mobilier'],Fourniture de mobilier modulable pour postes de contrôle Samu pour le CHU de Rennes.,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142374,35042,RENNES CEDEX,Département d'Ille-et-Vilaine,"[""Contrôle d'accès""]","FOURNITURE, POSE ET MAINTENANCE DES CONTROLES D'ACCES, DIGICODES ELECTRONIQUES ET VISIOPHONES DANS LES ETABLISSEMENTS GERES PAR LE DEPARTEMENT D'ILLE ET VILAINE",non,directive24,joue,attribution,initial,non,2019-09-20
19-142385,35042,RENNES CEDEX,Département d'Ille-et-Vilaine,['Maintenance'],MAINTENANCE PREVENTIVE ET CORRECTIVE DES TOITURES DES ETABLISSEMENTS GERES PAR LE DEPARTEMENT D'ILLE ET VILAINE,non,directive24,joue,attribution,initial,non,2019-09-20
19-132520,35042,Rennes,Département d'Ille et Vilaine,"['Bâtiment', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Cuisine (équipement)', 'Electricité (travaux)', 'Etanchéité', 'Gros oeuvre', 'Menuiserie', 'Peinture (travaux)', 'Revêtements de sols']",collège camille guérin de st meen le grand - extension et restructuration du bâtiment de la demi-pension et des locaux d'enseignement et d'accompagnement.,oui,cmp2006,fns,appeloffre,initial,oui,2019-09-20
19-143642,35207,Rennes cedex 2,SGAMI OUEST,['Menuiserie'],Travaux de remplacement des menuiseries extérieures du bâtiment de commandement de la gendarmerie de PONTIVY (56) - 2ème consultation,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143423,35230,Noyal chatillon sur seiche,REGIE REGIONALE DES TRANSPORTS ILLEVIA,"['Abonnement', 'Informatique (prestations de services)', 'Logiciel']",La consultation porte sur la mise en oeuvre et maintenance d'une solution logicielle hébergée pour la gestion des ressources humaines.,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-141860,35480,GUIPRY-MESSAC,COMMUNE DE GUIPRY MESSAC,"[""Ouvrage d'art"", ""Ouvrage d'infrastructure"", 'Ouvrage métallique', 'Passerelle', ""Travaux dans l'eau""]",Marché de travaux pour la construction de passerelles piétons et cycles sur la vilaine,non,directive24,joue,appeloffre,initial,oui,2019-09-20
19-143123,35703,Rennes Cédex 7,Centre Hospitalier Guillaume Régnier,"['Bardage', 'Charpente', 'Couverture', 'Métallerie']",RELANCE LOT 2 ET 4 - TRAVAUX D'AMENAGEMENTS EXTERIEURS USN 150 - T19PAT012,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143353,35703,Rennes Cédex 7,Centre Hospitalier Guillaume Régnier,"['Bardage', 'Charpente', 'Couverture', 'Métallerie']",RELANCE LOT 2 ET 4 - TRAVAUX D'AMENAGEMENTS EXTERIEURS USN 150 - T19PAT012,non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-20
19-141749,35708,Rennes,Institut National Sciences Appliquées,['Prestations de services'],Exploitation et maintenance multi techniques des installations du site de l'insa rennes,non,directive24,joue,appeloffre,initial,oui,2019-09-20
19-143390,36300,Le blanc,CERCLE MIXTE DU C A G N,['Vaisselle'],achat d'une laveuse à avancement automatique (plonge) au profit du cercle mixte du commandement du soutien opérationnel de la gendarmerie nationale situé à le blanc,oui,cmp2006,mapa,appeloffre,initial,oui,2019-09-20
19-141926,37170,Chambray les tours,mairie de chambray les tours,"['Matériel électrique', 'Menuiserie', 'Prestations de services']",19019bat - Prestations de service dans les bâtiments communaux de la ville de Chambray-Lès-Tours,non,directive24,joue,appeloffre,initial,oui,2019-09-20
19-143244,37206,Tours cedex 3,Etablissement Français du Sang,['Chambre froide'],TRAVAUX DE REMPLACEMENTS DES EQUIPEMENTS FRIGORIFIQUES DE CHAMBRE(S) FROIDE(S) DU SITE DE NANTES,non,cmp2006,fns,appeloffre,initial,oui,2019-09-20
19-143629,37551,St avertin cedex,Ville de Saint-Avertin,['Bâtiment'],Construction d'une salle de Tir à l'Arc à la Bellerie,non,cmp2006,fns,appeloffre,initial,oui,2019-09-20
19-142486,37927,Tours,Conseil Général d'Indre et Loire,['Matériaux routiers'],Fourniture De Produits De Marquage Pour Les Travaux D'Entretien Routier,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143471,38021,GRENOBLE,COMMUNE DE GRENOBLE,"['Electricité (travaux)', 'Location (matériels)', 'Maintenance']","Eclairage de la halle Clémenceau : équipement, exploitation et maintenance",non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143666,38022,Grenoble,DEPARTEMENT DE L ISERE,"['Equipement sportif', 'Terrain de sport']",Numéro de la consultation : A19DCETGC02 Réalisation d'une structure artificielle d'escalade au gymnase de Morestel (38510),non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143468,38031,GRENOBLE,ETS PUBLIC FONCIER LOCAL DU DAUPHINE,"['Charpente', 'Démolition', 'Maçonnerie']",Travaux de réfection des cheneaux de l'ancien lycée d'enseignement professionnel,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143130,38031,GRENOBLE,SMTC de l'agglomération grenobloise,['Prestations de services'],Réalisation d'un pôle d'échange multimodal sur l'avenue de Verdun à LA TRONCHE - Etude d'insertion urbaine et architecturale,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143117,38043,Grenoble cedex 09,CTRE HOSPITALIER UNVT GRENOBLE,['Véhicules'],LOCATIONS SANS CHAUFFEUR DE VÉHICULES DE TOURISMES ET UTILITAIRES,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-142185,38209,Vienne Cedex,Groupement Pharmavienne,['Produits pharmaceutiques'],Fourniture de spécialités pharmaceutiques (médicaments) (35 lots),non,directive24,joue,appeloffre,initial,non,2019-09-20
19-142044,38590,St-Etienne de St-Geoirs,BIEVRE ISERE COMMUNAUTE,"['Télécommunications', 'Informatique (assistance)']",Services De Télécommunications,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-141894,40006,MONT DE MARSAN,SYDEC,"['Fibre optique', ""Assistance à maîtrise d'ouvrage""]",assistance aux études terrain - programme d'aménagement numérique,non,directive24,joue,attribution,initial,non,2019-09-20
19-143212,40107,Dax cedex,Ville de Dax,['Gardiennage'],Prestations de gardiennage : ouverture et fermeture de bâtiments communaux,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-138197,40110,Morcenx-la-Nouvelle,Syndicat d'élimination des déchets de,"['Conteneur, poubelles', 'Collecte sélective']",Acquisition de colonnes aériennes de tri sélectif et reprise des anciennes colonnes du SEDHL,non,directive24,joue,attribution,initial,non,2019-09-20
19-143644,40601,Bicarrosse cedex,COMMUNE DE BISCARROSSE,"['Matériel agricole, horticole']",FOURNITURE DE PETIT MATERIEL HORTICOLE,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-142183,41020,Blois Cedex,CG Loir et Cher,['Assurance'],Marché de service relatif à la prestation d'assurance pour les besoins du Département du Loir et Cher,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143142,42006,Saint Etienne,Saint Etienne Métropole,['Audit'],PRESTATION D'ÉTUDES POUR LA RÉALISATION D'AUDITS DU PATRIMOINE IMMOBILIER DE SAINT-ETIENNE MÉTROPOLE,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142180,42007,Saint Etienne,Ville de Saint-Etienne,['Habillement'],"Fourniture de tenues vestimentaires, équipements et chaussures pour la police municipale et services annexes de la Ville de Saint-Etienne",non,directive24,joue,appeloffre,initial,non,2019-09-20
19-142327,42023,Saint-etienne cedex 2,UNIVERSITE JEAN MONNET,"['Prestations de services', ""Assistance à maîtrise d'ouvrage""]",PROJET CSI 2.2 : ANNINO - CAMPUS MANUFACTURE - UNIVERSITE JEAN MONNET,non,directive24,joue,attribution,initial,non,2019-09-20
19-143120,43300,Langeac,CC Rives du Haut-Allier,['Assurance'],Prestations d'assurances,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-141930,44000,NANTES,COMMUNE DE NANTES,"['Matériel agricole, horticole']",achat de matériels horticoles,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143110,44035,Nantes cedex 1,Université de Nantes,['Matériel dentaire'],Acquisition d'une caméra d'empreinte optique dentaire pour l'Université de Nantes,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143074,44035,Nantes Cédex 1,Loire Océan Métropole Aménagement,['Démolition'],travaux de démolition d'une maison,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142541,44093,Nantes cedex,CHU de Nantes,['Produits pharmaceutiques'],FOURNITURE DE MEDICAMENTS DERIVES DU SANG - IMMUNOGLOBULINES ET ALBUMINE PLASMIQUE (3 LOTS),non,directive24,joue,appeloffre,initial,non,2019-09-20
19-141404,44094,Nantes cedex 1,Ville de Nantes,['Audit'],"réalisation d'audits et diagnostic des installations de protection contre la foudre des bâtiments de la ville de nantes, ccas et nantes métropole",non,directive24,joue,attribution,initial,non,2019-09-20
19-143444,44214,Pornic ceedx,Commune de Pornic,"['Publicité, Communication', 'Objet publicitaire']",objets promotionnels et de communication,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143570,44605,Saint-Nazaire,COM D AGGLO REG NAZAIRIENNE ESTUAIRE,['Piscine'],Travaux de réhabilitation de la piscine,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143588,44605,Saint-Nazaire,COM D AGGLO REG NAZAIRIENNE ESTUAIRE,['Etude'],Etudes préalables pour la réhabilitation des déchèteries de Pornichet et Donges,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143384,44966,Nantes cedex 9,Conseil régional des Pays de la Loire,"['Bâtiment', 'Chauffage (exploitation, entretien)']",ASSISTANCE ET EXPLOITATION CVC DU LYCEE PUBLIC POLYVALENT DE PONTCHÂTEAU - 44,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142052,44966,Nantes cedex 9,Conseil régional des Pays de la Loire,['Prestations de services'],ETUDE DE FAISABILITE DE LA REOUVERTURE DE LA LIGNE FERROVIAIRE CHOLET - LES HERBIERS - DETERMINATION DU POTENTIEL DE TRAFIC,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-142303,45000,Orléans,DSNJ,"['Restauration collective', 'Prestations de services']","Alimentation au profit des jeunes administrés convoqués à la Journée Défense et Citoyenneté (JDC) et de leurs encadrants, organisée par les Centres du Service National, sans paiement préalable",non,directive24,joue,attribution,initial,oui,2019-09-20
19-143146,45000,ORLEANS,Chambre regionale de metiers du centre,"['Assistance technique', 'Contrôle technique', 'Prestations de services']",Mission de Coordination Sécurité et Protection de la Santé et Mission de Contrôle Technique,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-141913,45040,Orléans,Ville d'Orléans,['Prestations de services'],Gestion des accueils de loisirs sans hébergement de proximité de la Mairie d'Orléans,non,directive24,joue,attribution,initial,oui,2019-09-20
19-143229,45041,ORLEANS,REGION CENTRE VAL DE LOIRE,['Démolition'],Numéro de la consultation : 19PR05T Démolition de 2 pavillons à Mormant sur Vernisson,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-141703,45041,Orleans,REGION CENTRE VAL DE LOIRE,['Maintenance'],"Réalisation de travaux d'entretien, de maintenance, d'amélioration, d' aménagements, de réparations à réaliser sur l'ensemble du patrimoine bâti de la Région Centre - Val de Loire",non,directive24,joue,appeloffre,initial,non,2019-09-20
19-142341,45056,Orleans cedex 1,SEMDO,"['Prestations de services', 'Ingénierie']",Contrat de prestations de services d'appui et de conseils pour les besoins de la Semdo 2020 - 2023,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-142454,45067,Orléans cedex 2,Université d'Orléans,['Surveillance'],Modernisation du système de vidéo protection en place,non,directive24,joue,appeloffre,initial,oui,2019-09-20
19-143281,45067,Orleans cedex 2,CENTRE HOSPITALIER REGIONAL D ORLEANS,"[""Tous corps d'état""]",Travaux de réfection du futur rail de la blanchisserie du Centre Hospitalier Régional d'Orléans - MAPA2019-79,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143324,45161,Olivet,Ville d'Olivet,['Terrassement'],Travaux d'aménagement de la terrasse extérieure de la Petite Brasse - VRD / Maçonnerie,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143476,45503,Gien Cedex,VILLE DE GIEN,"['Imprimés', 'Livres']",FOURNITURE DE DOCUMENTS IMPRIMES ET AUDIOVISUELS SUR SUPPORTS PHYSIQUE ET DE PRESTATION DE SERVICE BIBLIOGRAPHIQUE POUR LES SERVICES DE LA MEDIATHEQUE DE GIEN - LOTS 2 - 3 - 4,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143577,45801,SAINT JEAN DE BRAYE,Ville de Saint Jean de Braye,['Restauration collective'],FOURNITURE ET LIVRAISON DE REPAS EN LIAISON FROIDE POUR DES ENFANTS AGES DE 6 MOIS A 4 ANS DU MULTI-ACCUEIL 'ANNE FRANK' ET DE LA CRECHE COLLECTIVE CHATEAU FOUCHER DE LA VILLE,non,cmp2006,fns,appeloffre,initial,oui,2019-09-20
19-143504,47000,Agen,SEM 47,"[""Tous corps d'état""]",Consultation de travaux VRD pour l'aménagement de la ZAC CONFLUENCE 1 à Damazan (47160),non,cmp2006,fns,appeloffre,initial,non,2019-09-20
