a00_cle_idweb,d01_07_cp,d01_08_ville,d01_01_denomination,g04_052_descripteurs_libelles,g04_09_resume_objet,g04_061_criteres_sociaux,g01_02_02_perimetre,g01_02_01_famille,g01_02_03_nature,g01_02_04_statut,g04_062_criteres_environnementaux,g04_01_date_publication
19-141099,31029,Toulouse cedex 4,INP de Toulouse,['Assurance'],Marché d'assurances pour les composantes de Toulouse INP,non,autre,joue,rectificatif,rectificatif,non,2019-09-19
19-142562,31055,Toulouse,ISAE SUPAERO,['Etude'],"Etudes prospectives et stratégiques pour la mutualisation et la restructuration des fonctions évènementielles, sportives et restauration portée par le creps, l'isae supaero, et l'enac",non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142629,31070,TOULOUSE Cedex,GIP MAISON DEP PERSONNES HANDICAPEES,['Assurance'],prestations de service d'assurances pour les besoins de la MDPH de la haute-garonne,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142854,31070,Toulouse,Crous de Toulouse-Occitanie,['Automatisation'],Marché de travaux relatif à la FERMETURE DU PARKING entre le TRIPODE A et l'UPSIDUM (2ème tranche) à Toulouse,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-138255,31086,Toulouse cedex 2,SA COGEMIP (Société d'Economie Mixte),"['Ascenseur', 'Bâtiment', 'Carrelage', 'Charpente', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Couverture', 'Cuisine (équipement)', 'Démolition', 'Electricité (travaux)', 'Espaces verts', 'Etanchéité', 'Gros oeuvre', 'Isolation', 'Maçonnerie', 'Menuiserie', 'Métallerie', 'Peinture (travaux)', 'Plâtrerie', 'Plomberie (travaux)', 'Revêtements de sols', 'Revêtements muraux', 'Sanitaire', 'Serrurerie', ""Tous corps d'état"", 'Ventilation', 'Voirie et réseaux divers']",travaux pour la restructuration générale du centre universitaire de montauban (opération no 32949),non,directive24,joue,attribution,initial,non,2019-09-19
19-142829,31270,Cugnaux,COMMUNE DE CUGNAUX,['Electricité (travaux)'],Mise en conformité électrique (courants forts / courants faibles) des Etablissements Recevant du Public et/ou établissements soumis au Code du Travail,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141646,31406,TOULOUSE,REGION OCCITANIE,"['Blanchissage', 'Textile']","Prestations de location et d'entretien de linge plat, d'articles textiles, de vêtements professionnels et de nettoyage à sec pour le compte de la Région Occitanie site de Toulouse",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141334,31406,TOULOUSE,REGION OCCITANIE,['Maintenance'],Maintenance des systèmes de sécurité incendie (SSI) et des systèmes de sonorisation sécurité (SSS) dans les lycées de la Région Occitanie-Site Est (Relance),non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142418,31505,Toulouse,TOULOUSE METROPOLE,"['Assainissement', 'Terrassement']","19M135PA-MS-NF-Travaux de requalification des rues Franklin,Lemercier et Brouardel à Toulouse",non,cmp2006,fns,attribution,initial,non,2019-09-19
19-142527,31505,Toulouse,COMMUNE DE TOULOUSE,['Couverture'],TENNIS COUVERT DES PONTS JUMEAUX TRAVAUX DE RÉNOVATION DE LA COUVERTURE ET MODIFICATION DE PIGNONS - MS/LM,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142479,32022,Auch,Département de Gers,"['Publicité, Communication']",RÉALISATION D'OBJETS DE SIGNALÉTIQUE,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142443,33000,Bordeaux,ARE Bordeaux,"['Démolition', 'Amiante (désamiantage)']",Travaux de désamiantage et de démolition de la villa Bédouret,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-140158,33000,Bordeaux,ARE Bordeaux,"['Bâtiment', 'Cloison, faux plafond', 'Electricité (travaux)', 'Etanchéité', 'Gros oeuvre', 'Peinture (travaux)', 'Plâtrerie', 'Plomberie (travaux)', 'Revêtements de sols', 'Serrurerie']",Palais de Justice de la Roche/Yon - Travaux de mise à niveau du bâtiment,oui,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141648,33000,Bordeaux,Région Nouvelle Aquitaine,"['Bâtiment', 'Chauffage (travaux)', 'Electricité (travaux)', 'Plâtrerie']",Lycée d'Arsonval à Brive (19) - Mise en oeuvre de l'agenda d'accessibilité programmé - Relance des lots 3 et 8 déclarés infructueux et lot 7 déclaré sans suite,non,directive24,joue,attribution,initial,non,2019-09-19
19-142901,33000,BORDEAUX,S.C.E.T.,"['Remembrement (travaux connexes)', 'Travaux de viabilité']",CONSTRUCTION DU SIÈGE DE L'AGENCE DE DÉVELOPPEMENT ECONOMIQUE BA2E ET HOTEL DES ENTREPRISES A LA TESTE-DE-BUCH (33),non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141819,33001,Bordeaux cedex,Cour d'Appel de Bordeaux,['Nettoyage de locaux'],Prestations de nettoyage des bâtiments et de la vitrerie des juridictions du ressort de la Cour d'Appel de Bordeaux,oui,directive24,joue,appeloffre,initial,oui,2019-09-19
19-141109,33045,BORDEAUX,Bordeaux Métropole,"[""Maîtrise d'oeuvre""]",accord-cadre de maîtrise d'oeuvre pour les projets de travaux neufs ou/et des travaux de restructuration/rénovation (rectificatif),non,autre,joue,rectificatif,rectificatif,non,2019-09-19
19-141419,33045,BORDEAUX,Bordeaux Métropole,['Voirie et réseaux divers'],TRAVAUX DE PARACHEVEMENT DU TRAMWAY RESEAU 2016- FIN 401,non,directive25,joue,attribution,initial,non,2019-09-19
19-142462,33068,Bordeaux cedex,MINDEF/SGA/DCSID/ESID Bordeaux,['Terrassement'],Travaux de reprofilage de merlons en terre végétale dans le camp Lcl Normand à Caylus.,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-116604,33073,Bordeaux Cedex,DIR Atlantique,['Paratonnerre'],a630 - pont d'aquitaine - vérifications périodiques des systèmes de protection contre la foudre,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142858,33074,Bordeaux,DEPARTEMENT DE LA GIRONDE,"[""Ouvrage d'art""]","RD 209 Communes de Macau, Ludon et ParempuyreReconstruction du pont de la ChapelleElargissements des ponts Blanc et CadillacRéf 1870",non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-19
19-142396,33074,Bordeaux,DEPARTEMENT DE LA GIRONDE,['Maintenance'],"Maintenance préventive, curative des installations de contrôle d'accès et alarme intrusion du conseil départemental de la Gironde",non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141461,33077,Bordeaux cedex,Région Nouvelle Aquitaine,['Prestations de services'],Maîtrise d'oeuvre pour la restructuration et extension du bâtiment B et réfection des réseaux et de la cour du lycée Jauffré Rudel à Blaye (33),non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141171,33080,Bordeaux cedex,CROUS de Bordeaux,"[""Tous corps d'état""]",Réhabilitation des bâtiments E & F Construction de l'espace de liaison du Village Universitaire no3 à Pessac.,non,autre,joue,rectificatif,rectificatif,non,2019-09-19
19-141181,33081,Bordeaux cedex,SDIS 33 Gironde,['Maintenance'],"Fourniture de pièces détachées, d'organes et prestations de maintenance et réparation des équipements MAGIRUS CAMIVA du SDIS33",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141322,33081,Bordeaux cedex,SDIS 33 Gironde,['Bâtiments modulaires'],Location de bâtiments modulaires ou de conteneurs de stockage,non,directive24,joue,attribution,initial,non,2019-09-19
19-142451,33090,Bordeaux cedex,DREAL NOUVELLE-AQUITAINE,['Prestations de services'],RN230 - Échangeur no 26 - Contrôle extérieur de géométrie,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142644,33115,Pyla-sur-mer,Synd. mixte de la Grande Dune du Pilat,"['Matériel scénique', 'Equipement muséographique', ""Aire d'accueil""]","Conception de la muséographie et scénographie de l'espace d'accueil du grand site de la dune du pilat, de l'entrée du parc de stationnement à la crête de dune.",non,cmp2006,mapa,appeloffre,rectificatif,non,2019-09-19
19-117889,33150,Cenon,Commune de Cenon,"['Prestations de services', 'Publicité, Communication', 'Délégation de service public']","mise à disposition, l'installation, la maintenance, l'entretien et l'exploitation commerciale de mobiliers urbains, publicitaires ou non pour la ville de cenon",non,directive23,joue,appeloffre,initial,oui,2019-09-19
19-134802,33166,Saint-médard-en jalles,MINARM/DGA/DO/S2A,"['Chaudronnerie', 'Maintenance']","Marché de chaudronnerie, tuyautage et maintenance industrielle des bancs d'essais de DGA EM site Gironde comprenant des prestations de chaudronnerie, métallerie, tuyautage et travaux complémentai",non,directive81,joue,attribution,initial,non,2019-09-19
19-142749,33400,TALENCE,CHU DE BORDEAUX,['Equipements spécialisés'],"Acquisition, maintenance à l'attachement et fourniture de pièces détachées d'un lecteur de plaques au profit du CHU de BORDEAUX",non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142288,33405,Talence,Université de Bordeaux,"['Forage', 'Sondage (travaux)']",travaux de forage pour la mise en place d'un réseau de chauffage par géothermie sur le site du cenbg (centre d'etudes nucléaires de bordeaux - gradignan) de l'université de bordeaux. (rectificatif),non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-19
19-142721,33525,Bruges,SOC NATIONALE IMMOBILIERE,"[""Maîtrise d'oeuvre""]",Marché de Maîtrise d'Oeuvre Talence -Résidence CRESPY Réhabilitation compléte des 10 logements en tranche ferme et 10 en tranche optionnelle,non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-19
19-140952,34067,Montpellier Cedex 2,Ville de Montpellier,"['Armement', 'Chaussures ou articles chaussants', 'Equipements spécialisés', 'Habillement']","achat de vêtements et équipements pour la police municipale, asvp et garde-squares (rectificatif)",non,autre,joue,rectificatif,rectificatif,non,2019-09-19
19-142679,34075,MONTPELLIER,TAM - Transports Agglo Montpellier,['Transport'],Rénovation du tour en fosse au CEMH,non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-19
19-142557,34087,MONTPELLIER,Conseil départemental de l'Hérault,['Espaces verts'],RD 14 Entrée de Cazouls les Béziers - Tronçon 1 - Eclairage public complémentaire,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142628,34090,Montpellier,UNIVERSITE DE MONTPELLIER,['Equipements spécialisés'],"Livraison, installation et mise en service d'un système complet de microbrasserie industrielle connectée à commande numérique d'une capacité de production de 100L",non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141479,34110,Frontignan,VILLE DE SETE,['Espaces verts'],Entretien de parcelles et d'arbres situés sur le domaine public communal,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142600,34270,St Mathieu de Tréviers,Cté Cnes du Grand Pic St Loup,['Véhicules (acquisition)'],fourniture d'un véhicule léger équipé d'une benne à ordures ménagères,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142342,34403,Lunel cedex,COMMUNE DE LUNEL,['Mobilier urbain'],Accord cadre à bons de commande pour la fourniture et la pose de mobiliers urbains,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141674,34500,Béziers,Ville de Béziers,['Nettoyage de locaux'],Prestation de nettoyage des sites d'exception,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142726,35031,Rennes,DIR INTERDEPARTEMENTALE ROUTES OUEST,['Voirie'],"Travaux de terrassement, assainissement et chaussées sur la bretelle de sortie du sens Rennes-Vannes au sein de l'échangeur de Saint-Antoine (RN24 - RN166).",non,cmp2006,fns,appeloffre,initial,oui,2019-09-19
19-142351,35031,RENNES CEDEX,Rennes Métropole,['Serrurerie'],Ligne a du métro de Rennes - PARC RELAIS HENRI FREVILLE - Réfection des revêtements des passerelles - Serrurerie,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141685,35033,Rennes cedex 9,CTRE HOSPITALIER UNIVERS PONTCHAILLOU,['Produits pharmaceutiques'],DISPOSITIFS MEDICAUX DE NEURORADIOLOGIE INTERVENTIONNELLE,non,directive24,joue,attribution,initial,oui,2019-09-19
19-142686,35042,RENNES,Agrocampus Ouest,"['Bâtiment', 'Carrelage', 'Charpente', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Couverture', 'Décoration (travaux)', 'Démolition', 'Electricité (travaux)', 'Isolation', 'Maçonnerie', 'Menuiserie', 'Métallerie', 'Peinture (travaux)', 'Plomberie (travaux)', 'Revêtements de sols', 'Ventilation', 'Voirie et réseaux divers']",réalisation des travaux nécessaires à la rénovation du bâtiment 11 du campus de rennes d'agrocampus ouest et ses abords.,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142719,35207,Rennes cedex 2,sgami ouest,['Electroménager'],"Fourniture, installation et mise en service de matériels électro-domestiques dans les compagnies républicaines de sécurité de la zone Ouest- Démontage évacuation et recyclage des anciens matériels ..",non,cmp2006,fns,attribution,initial,non,2019-09-19
19-141714,35340,Liffré,Mairie de Liffré,['Prestations de services'],Assurance des risques statutaires du personnel de la Ville de Liffré,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141451,35400,Saint malo,OPH Emeraude Habitation,"['Ascenseur', 'Prestations de services']",MARCHE D'ENTRETIEN ET DE TRAVAUX SUR LES ASCENSEURS ET ACCORD CADRE SUR BONS DE COMMANDE DE PRESTATION D'ENTRETIEN,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142814,35420,Mellé,COMMUNE DE MELLE,['Equipements spécialisés'],Marché de travaux à procédure adaptée pour la réhabilitation d'un bâtiment communal en espace médiathèque et création d'un espace coworking attenant.,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141520,35653,Le rheu cedex,INRA,"['Matériel agricole, horticole']",ACQUISITION D'UN TRACTEUR D'OCCASION EQUIPE D'UN SYSTEME DE GUIDAGE,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141319,35703,Rennes Cédex 7,Centre Hospitalier Guillaume Régnier,['Assurance'],PRESTATION ASSURANCE RISQUES STATUTAIRES DU PERSONNEL,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142267,35711,Rennes Cedex 7,Région Bretagne,['Informatique (prestations de services)'],assistance à maîtrise d'oeuvre de la région bretagne : développement jplatform,non,cmp2006,fns,attribution,initial,non,2019-09-19
19-141510,35711,Rennes cedex 7,Région Bretagne,"['Abris', 'Topographie']",Prestations topographiques et foncières,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142710,35998,Rennes cedex 9,ESID de Rennes,['Maintenance'],"Maintenance des onduleurs, des convertisseurs 400 Hz et des bancs d'accumulateurs de secours sur les sites militaires de la Base de Défense de Bourges AvordSites concernés :DGA Techniques Terre",non,cmp2006,fns,attribution,initial,oui,2019-09-19
19-142568,36250,SAINT-MAUR,COMMUNE DE SAINT-MAUR,['Terrain de sport'],REFECTION D'UN TERRAIN SYNTHETIQUE DU STADE MUNICIPAL,non,cmp2006,fns,attribution,initial,non,2019-09-19
19-142787,37012,Tours cedex 1,CCAS de Tours,['Cuisine (équipement)'],Fourniture et pose de sauteuses pour cuisines en EHPAD,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142577,37206,TOURS CEDEX 3,Tours Métropole Val de Loire,['Voirie'],COMMUNE DE CHAMBRAY-LES-TOURS - AMENAGEMENT DE LA ROUTE DE L'ANGUICHERIE ET DU CHEMIN DE TUE-LOUP,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142896,37300,Joué les tours,Maison de Retraite Debrou,['Informatique (matériel)'],fourniture d'un logiciel ou d'une suite de logiciels avec prestation de maintenance,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142685,37500,CHINON,Ville de Chinon,['Assurance'],Souscription des contrats d'assurances pour la commune de Chinon,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142482,37927,Tours,Conseil Général d'Indre et Loire,['Prestations de services'],Déviation de l'ILE-BOUCHARD-TAVANT - Construction d'un pont sur la Vienne - Mission de coordination de Sécurité et de Protection de la Santé niveau 1,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142319,38021,GRENOBLE,COMMUNE DE GRENOBLE,"[""Maîtrise d'oeuvre""]",Halle du Repos - Mission de Maîtrise d'oeuvre pour l'aménagement d'un pôle logistique,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141553,38031,Grenoble,GRENOBLE-ALPES METROPOLE,"[""Contrôle d'accès"", 'Prestations de services']","Fourniture de badges d'accès en déchèteries, aux points d'apports volontaires et prestation d'encodage et de distribution des badges",non,directive24,joue,attribution,initial,non,2019-09-19
19-142404,38031,GRENOBLE,GRENOBLE-ALPES METROPOLE,"['Etude', 'Transport', 'Sondage, enquête']",Observatoire de la sécurité des déplacements de la Métropole grenobloise - Diagnostic de sécurité,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141546,38031,Grenoble,GRENOBLE-ALPES METROPOLE,['Topographie'],Réalisation De Levés Topographiques Et Autres Prestations De Géomètre,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142626,38044,Grenoble,SOC ECONOMIE MIXTE TRPT PUB AGLOMERATI,['Matériel ferroviaire'],Remplacement des batteries des tramways TFS de Grenoble.,oui,cmp2006,fns,appeloffre,initial,oui,2019-09-19
19-142768,38243,MEYLAN Cedex,Ville de Meylan,"['Carrelage', 'Cloison, faux plafond', 'Matériel électrique', 'Peinture (travaux)', 'Plomberie (travaux)']",Rénovation et restructuration des vestiaires du stade de football Albert Batteux (rectificatif),non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-19
19-142238,38352,La tour du pin cedex,Commune de La Tour du Pin,['Impression'],MARCHÉ D'IMPRESSION GLOBALE POUR LES SERVICES DE LA COMMUNE,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142318,39015,LONS-LE-SAUNIER CEDEX,COMMUNE DE LONS-LE-SAUNIER,"['Alimentation en eau potable', 'Pompes']",Travaux de renouvellement des pompes de la station d'eau potable de Villevieux,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141234,40001,MONT DE MARSAN CEDEX,MONT DE MARSAN AGGLOMERATION,['Assainissement'],Elimination des boues des steps années 2020-2021-2022,non,directive25,joue,appeloffre,initial,oui,2019-09-19
19-142298,40006,Mont de Marsan cedex,SYDEC,"['Alimentation en eau potable', 'Assainissement', ""Maîtrise d'oeuvre""]",commune de sorde l'abbayeassainissement - eau potabletransfert des effluents vers peyrehorademissions de maîtrise d'oeuvreopération nocm19-04,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141733,40006,Mont de Marsan cedex,SYDEC,"['Alimentation en eau potable', 'Réservoir']",commune de linxeeau potableréhabilitation réservoir sur touropération no2018-124,non,cmp2006,fns,appeloffre,initial,oui,2019-09-19
19-142834,40025,Mont de marsan cedex,SMSG des Etangs Landais,"['Bassin, étang', 'Terrassement']",programme pluriannuel d'entretien des bassins dessableurs des étangs littoraux landais - 6 lots,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142594,40220,Tarnos,Commune de Tarnos,['Nettoyage urbain'],Achat d'une mini-balayeuse aspiratrice pour la Ville de Tarnos,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141680,40230,BENESSE MAREMNE,SITCOM Côte Sud des Landes,['Véhicules (location)'],Prestation de location de trois chargeuses sur pneus pour le service de broyage des végétaux et d'un tracteur routier avec une semi-remorque FMA pour le transport des déchets ménagers (2 lots),non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141514,40300,PEYREHORADE,CC PAYS D ORTHE ET ARRIGANS,['Denrées alimentaires'],CONFECTION ET CONDITIONNEMENT DE REPAS EN LIAISON FROIDE,non,directive24,joue,appeloffre,initial,oui,2019-09-19
19-142528,41043,Blois Cedex,Terres de Loire Habitat - OPH 41,['Chauffage (matériel)'],Remplacement de chaudières individuelles gaz sur le patrimoine de Terres de Loire Habitat,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142387,41106,Vendôme Cedex,Ville de Vendôme,"['Charpente', 'Electricité (travaux)', 'Gros oeuvre', 'Peinture (travaux)', 'Plomberie (travaux)', 'Serrurerie']",Travaux de réhabilitation et d'aménagement des locaux techniques dans le bâtiment J - Quartier Rochambeau à Vendôme,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142425,42006,Saint Etienne,Saint Etienne Métropole,['Nettoyage urbain'],Nettoyage manuel des voiries de la zone d'activité communautaire de Molina la Chazotte (Loire),non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141492,42007,Saint Etienne,Ville de Saint-Etienne,['Equipement thermique'],Travaux de maintenance sur les installations thermiques des bâtiments communaux de Saint Etienne 2020 - 2023,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142693,42023,Saint-etienne cedex 2,UNIVERSITE JEAN MONNET,['Equipements spécialisés'],Acquisition d'un mélangeur plastographe de table pour la Faculté des Sciences Techniques de l'Université Jean Monnet.,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141764,42029,Saint-Etienne,EPORA,"[""Maîtrise d'oeuvre""]","Mission de maîtrise d'oeuvre pour les travaux de désamiantage, déconstruction et démolition du site Duralex à Rive De Gier (42)",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142848,43009,LE PUY EN VELAY Cedex,DEPARTEMENT DE LA HAUTE LOIRE,['Fouille archéologique'],Opération de fouille archéologique préventive dans la Chapelle Saint Alexis au PUY EN VELAY,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141340,44035,Nantes cédex 1,MINISTERE DE LA CULTURE,"[""Maîtrise d'oeuvre""]",Construction d'un ouvrage de protection du portail occidental de la cathédrale d'Angers,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142835,44035,Nantes cedex 1,Université de Nantes,['Automate'],Acquisition d'automates et maquettes pédagogiques,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142286,44094,Nantes cedex 1,COMMUNE DE NANTES,['Informatique (matériel)'],mise en oeuvre d'une solution logicielle de gestion des demandes et su stock horticole pour la ville de nantes,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142879,44156,Ancenis cedex,Cté de Cnes du Pays d'Ancenis,"[""Assistance à maîtrise d'ouvrage""]",Mission d'assistance à maîtrise d'ouvrage pour le réaménagement de l'Espace Entreprendre en Pays d'Ancenis,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142687,44186,Nantes cedex 4,GPM de Nantes - St Nazaire,['Ingénierie'],Diagnostic de structures de génie civil,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142914,44360,CORDEMAIS,MAIRIE DE CORDEMAIS,"['Bardage', 'Bois', 'Carrelage', 'Charpente', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Couverture', 'Electricité (travaux)', 'Espaces verts', 'Etanchéité', 'Fondations spéciales', 'Gros oeuvre', 'Isolation', 'Matériel scénique', 'Menuiserie', 'Métallerie', 'Mobilier', 'Ouvrage métallique', 'Peinture (travaux)', 'Plomberie (travaux)', 'Produits travail des métaux', 'Ravalement', 'Réseaux divers', 'Revêtements de sols', 'Revêtements muraux', 'Sanitaire', 'Serrurerie', 'Signalétique', 'Terrassement', 'Voirie et réseaux divers', 'Spectacle']",Construction d'un espace culturel sur la commune de Cordemais,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142276,45042,Orleans cedex 1,DDT du Loiret,"['Bâtiment', 'Contrôle technique']",Missions de diagnostics et contrôles dans le cadre des mesures d'urgence contre le saturnisme et la lutte contre l'insalubrité.,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141321,45056,ORLEANS CEDEX 1,SEMDO,['Expertise comptable'],"Tenue de la comptabilité de la SEMDO, avec élaboration des comptes annuels, contrôle de gestion, paye et administration du personnel",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141275,45058,Orléans,Orléans Métropole,['Espaces verts'],Entretien des espaces verts métropolitains et prestations de fauchage (4 lots),oui,directive24,joue,appeloffre,initial,oui,2019-09-19
19-142571,45060,Orléans cedex 2,B R G M,['Génie civil'],Le présent marché a pour objet la réalisation de travaux de mise en sécurité d'une portion de galerie minière à Saint-Paulet-de-Caisson dans le Gard (30).,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142478,45801,SAINT JEAN DE BRAYE,Ville de Saint Jean de Braye,['Ravalement'],TRAVAUX DE RENOVATION DU BARDAGE EN FACADES DE LA SALLES DES FETES A SAINT-JEAN DE BRAYE,non,cmp2006,fns,appeloffre,initial,oui,2019-09-19
19-142850,46002,CAHORS,SCE DEPARTEMENTAL INCENDIE ET SECOURS,['Formation'],Formation au permis C des sapeurs pompiers du Lot (46),non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142407,46005,CAHORS,DEPARTEMENT DU LOT,['Voirie'],Aménagement de sécurité du carrefour RD 673 et RD 51,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141987,47200,Virazeil,Commune de Virazeil,"['Bâtiment', 'Carrelage', 'Charpente', 'Chauffage (travaux)', 'Climatisation', 'Démolition', 'Electricité (travaux)', 'Etanchéité', 'Gros oeuvre', 'Isolation', 'Menuiserie', 'Peinture (travaux)', 'Plâtrerie', 'Plomberie (travaux)', 'Revêtements de sols', 'Sanitaire', 'Serrurerie', 'Ventilation']","Marché travaux : déplacement, mise aux normes et accessibilité de la bibliothèque / médiathèques",non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141211,48001,Mende,DEPARTEMENT DE LA LOZERE,"['Couverture', 'Etanchéité']","Travaux d'entretien, de maintenance, de petites et de grosses réparations pour les couvertures des bâtiments départementaux",non,directive24,joue,attribution,initial,non,2019-09-19
19-142291,49002,Angers cedex 1,CNFPT - Délégation Pays de la Loire,['Chauffage (travaux)'],Travaux de climatisation / chauffage à l'antenne de Nantes,non,cmp2006,fns,attribution,initial,non,2019-09-19
19-142300,49006,Angers,CCI de Maine et Loire,['Prestations de services'],Prestations d'assistance sociale à Angers,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-140986,49020,ANGERS,Angers Loire Métropole,"['Maintenance', 'Formation', 'Véhicules (acquisition)']","parc de vélos de la ville d'angers, d'angers loire métropole et du ccas de la ville d'angers",non,directive24,joue,attribution,initial,non,2019-09-19
19-142216,49036,ANGERS CEDEX 01,Lycée Angers Le Fresne,"['Démolition', 'Gros oeuvre', 'Terrassement', 'Voirie et réseaux divers', 'Serre']",Reconstruction de serres de vente et serres pédagogiques,non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-19
19-142827,49071,Beaucouzé,SDIS49,"[""Assistance à maîtrise d'ouvrage""]",Prestation d'assistance sociale - Maine-et-Loire,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-115127,49300,CHOLET,CA Agglomération du Choletais,"['Benne', 'Conteneur, poubelles']",Acquisition de bacs roulants,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142630,49941,ANGERS CEDEX 9,Département de Maine-et-Loire,['Voirie'],LA LOIRE A VÉLO << RIVE DROITE >> - SECTION D'AMÉNAGEMENT : LE RÂTEAU - SAINT MATHURIN-SUR-LOIRE,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141173,50000,Saint lô,SYNDICAT MIXTE MANCHE NUMERIQUE,"['Abris', 'Informatique (matériel)']",Acquisition et mise en place d'un système d'information pour les achats de Manche Numérique et de ses membres,non,directive24,joue,attribution,initial,non,2019-09-19
19-142852,50008,SAINT-LO,CA SAINT LO AGGLO,['Terrain de sport'],Aménagement de 10 plateaux multisports sur différentes communes de Saint-Lô Agglo,oui,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142612,50050,Saint-lô cedex,Conseil départemental de la Manche,['Voirie'],RD 26 - Aménagement de l'entrée sud-est de l'agglomérationCommune du Vast,oui,cmp2006,fns,attribution,initial,non,2019-09-19
19-134729,50130,Cherbourg en Cotentin,Communauté d'Agglomération du Cotentin,"['Alimentation en eau potable', 'Maintenance']",contrôle de l'etat de fonctionnement de deux chaînes de production d'ozone,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
