,a00_cle_idweb,g04_01_date_publication,d01_07_cp,d01_08_ville,d01_01_denomination,g04_052_descripteurs_libelles,g01_02_02_perimetre,g01_02_01_famille,g01_02_03_nature,g01_02_04_statut,g04_061_criteres_sociaux,g04_062_criteres_environnementaux,g04_09_resume_objet
108,19-144306,2019-09-23,49006,Angers,CCI de Maine et Loire,['Electricité (travaux)'],cmp2006,mapa,appeloffre,initial,non,oui,Travaux de modification de l'alimentation électrique
109,19-144318,2019-09-23,49020,ANGERS,Angers Loire Métropole,"['Benne', 'Ordures ménagères (prestations)']",cmp2006,fns,appeloffre,initial,non,non,ACQUISITION ET MONTAGE DE DEUX CARROSSERIES DE BENNE A ORDURES MENAGERES SUR DES CHÂSSIS DE 26T
110,19-144295,2019-09-23,49035,Angers cedex 01,Université d'Angers,"['Logiciel', 'Maintenance']",cmp2006,mapa,attribution,initial,non,non,Maintenance et assistance avec acquisition de licences pour le logiciel CENTREON
111,19-144379,2019-09-23,49240,Avrillé,CCAS d'Avrillé,"['Bâtiment', 'Electricité (travaux)']",cmp2006,mapa,appeloffre,initial,non,non,Travaux de remplacement de l'éclairage des circulations et halls du foyer logement les Rosiers - Ville d'Avrillé
112,19-143892,2019-09-23,50050,Saint-lô cedex,Conseil départemental de la Manche,"[""Tous corps d'état""]",cmp2006,fns,attribution,initial,non,non,Ile de Tatihou - Aménagement du bâtiment 'caserne 7'
113,19-143531,2019-09-23,51037,Châlons-en-Champagne Cedex,REGION GRAND EST,['Prestations de services'],cmp2006,fns,appeloffre,initial,non,non,Missions de coordination de sécurité et de protection de la santé afférentes à la construction d'un bâtiment destiné à accueillir L'UFR STAPS et des locaux d'enseignement mutualisés à Reims
114,19-144390,2019-09-23,51722,Reims cedex,Communauté urbaine du Grand Reims,"[""Station d'épuration (travaux)""]",cmp2006,fns,appeloffre,rectificatif,non,non,Construction de la station d'épuration intercommunale de Ville en Tardenois et Chambrecy
115,19-143205,2019-09-23,52000,Chaumont,Conseil général de la Haute-Marne,"['Bâtiment', 'Carrelage', 'Chauffage (travaux)', 'Démolition', 'Electricité (travaux)', 'Etanchéité', 'Isolation', 'Maçonnerie', 'Menuiserie', 'Peinture (travaux)', 'Plâtrerie', 'Plomberie (travaux)', 'Revêtements de sols', ""Tous corps d'état"", 'Ventilation', 'Amiante (désamiantage)']",cmp2006,fns,attribution,initial,non,non,Travaux de réhabilitation de l'Ecole de la Seconde Chance-.
116,19-142452,2019-09-23,52000,Chaumont,Conseil général de la Haute-Marne,"['Bardage', 'Démolition', 'Maçonnerie', ""Tous corps d'état""]",cmp2006,mapa,attribution,initial,non,non,Travaux de reprise des façades du collège Françoise Dolto à Nogent-.
117,19-144193,2019-09-23,54036,Nancy,Voies navigables de France,['Berge'],cmp2006,fns,attribution,initial,oui,oui,"Le présent accord-cadre vise à conforter et restaurer l'étanchéité de structures de berges, et spécifiquement sur des cuvettes constituées en béton."
118,19-144133,2019-09-23,54042,Nancy,UNION GEST ETS CAISSE ASSUR MALADIE,"['Gardiennage', 'Surveillance']",cmp2006,mapa,attribution,initial,non,non,surveillance et gardiennage de sites de l'i.r.r en meurthe et moselle et des établissements des ardennes
119,19-143920,2019-09-23,54073,Nancy cedex,CARSAT NORD EST,"['Chauffage (exploitation, entretien)']",cmp2006,fns,appeloffre,initial,non,non,"Maintenance des installations de chauffage, climatisation, conditionnement d'air, production d'eau chaude sanitaire et d'eau glacée et climatiseurs mobiles dans sept sites de la Carsat"
120,19-144144,2019-09-23,54300,LUNEVILLE,VILLEDE LUNEVILLE,"['Démolition', 'Peinture (travaux)']",cmp2006,fns,appeloffre,initial,non,non,Réhabilitation de la passerelle Vanson - rue Vanson / chemin des Cités Sainte Anne
121,19-144207,2019-09-23,55012,Bar le Duc,Conseil départemental de la Meuse,['Climatisation'],cmp2006,mapa,appeloffre,initial,non,non,remplacement et déplacement de groupes de condensation au collège louise michel à etain
122,19-144096,2019-09-23,55107,VERDUN Cedex,CH Verdun Saint-Mihiel,['Logiciel'],cmp2006,fns,appeloffre,initial,non,non,"Fourniture d'une solution logicielle de gestion des risques, des vigilances et de la qualité, de la gestion documentaire et des différentes prestations associées en mode hébergé"
123,19-144040,2019-09-23,56000,Vannes,SYSEM,"['Assistance technique', ""Assistance à maîtrise d'ouvrage"", 'Ingénierie']",cmp2006,mapa,appeloffre,initial,non,non,Diagnostic et préconisations de mise en conformité de l'écosite de la Lande du Matz à Sarzeau - Assistance à maîtrise d'ouvrage
124,19-144138,2019-09-23,56017,Vannes cedex,CENTRE HOSPITALIER BRETAGNE ATLANTIQUE,['Groupe électrogène'],cmp2006,fns,appeloffre,rectificatif,non,non,Travaux d'installation et de mise en oeuvre d'un groupe électrogène de 550 Kva sur plate-forme
125,19-144416,2019-09-23,56303,Pontivy cedex,Pontivy Communauté,"[""Station d'épuration (travaux)"", ""Travaux dans l'eau""]",cmp2006,fns,appeloffre,initial,non,non,Travaux d'amélioration de la station d'épuration sur la commune de Reguiny
126,19-144004,2019-09-23,56406,Auray cedex,Ville d'Auray,['Informatique (matériel)'],cmp2006,fns,appeloffre,initial,non,oui,Acquisition de fournitures de matériel informatique pour les services de la ville et du ccas d'Auray
127,19-142447,2019-09-23,56700,Hennebont,ville d'Hennebont,"['Carburant, hydrocarbure']",cmp2006,fns,appeloffre,initial,non,oui,marché pour la fourniture et la livraison de carburants et d'un agent de réduction d'oxyde d'azote
128,19-144099,2019-09-23,57036,METZ,Ville de Metz,"['Jeux, jouets']",cmp2006,fns,appeloffre,initial,non,non,Acquisition et livraison de jeux et jouets pour les structures petite enfance Ville de Metz
129,19-144126,2019-09-23,57044,Metz cedex 01,ESID de Metz,"['Chauffage (travaux)', 'Electricité (travaux)', 'Gros oeuvre', 'Plomberie (travaux)']",cmp2006,fns,appeloffre,initial,non,oui,HAGUENAU - ESTIENNE - 54RT - Bât 027 - Réutilisation de la piscine en salle multisports
130,19-144183,2019-09-23,57125,THIONVILLE,COMMUNAUTE AGGLO PORTES DE FRANCE,['Colis'],cmp2006,mapa,attribution,initial,non,non,CONFECTION ET FOURNITURE DE COLIS-CADEAUX POUR LES SENIORS DE THIONVILLE
131,19-144009,2019-09-23,57860,MONTOIS-LA-MONTAGNE,Mairie de Montois-la-montagne,"['Bâtiment', 'Charpente', 'Chauffage (travaux)', 'Couverture', 'Electricité (travaux)', 'Espaces verts', 'Etanchéité', 'Gros oeuvre', 'Isolation', 'Menuiserie', 'Peinture (travaux)', 'Plâtrerie', 'Revêtements de sols', 'Voirie']",cmp2006,fns,appeloffre,initial,non,non,Marché de travaux dans le cadre de la construction d'une maison médicale à Montois-la-Montagne
132,19-143981,2019-09-23,58640,Varennes-vauzelles,Service départemental d'incendie et de,['Onduleur'],cmp2006,mapa,appeloffre,initial,non,non,Remplacement des onduleurs à la Direction Départementale du Service d'Incendie et de Secours de la Nièvre
133,19-143921,2019-09-23,59011,Lille Cedex,CMAR Hauts de France,"[""Assistance à maîtrise d'ouvrage""]",cmp2006,fns,appeloffre,annulation,non,non,Assistance à maîtrise d'ouvrage pour la restructuration d'un atelier de soudure et de divers locaux sur l'antenne de Solesmes - Relance
134,19-144123,2019-09-23,59032,Lille cedex,URSSAF Nord Pas de Calais,['Formation'],cmp2006,mapa,attribution,initial,non,non,Accompagnement à l'optimisation du déploiement d'outils bureautiques et collaboratifs
135,19-143980,2019-09-23,59034,Lille cédex,METROPOLE EUROPEENNE DE LILLE,['Voirie'],cmp2006,fns,attribution,initial,non,non,VILLE DE WATTIGNIES - Place de la République :Travaux d'aménagement de la voirie et de requalification des espaces publics
136,19-144086,2019-09-23,59041,Lille cedex,MINISTERE DE LA CULTURE,['Monuments historiques'],cmp2006,mapa,appeloffre,initial,non,non,Etude de repérage du patrimoine ferroviaire région Hauts-de-France
137,19-143478,2019-09-23,59135,Wallers,COM D AGGL DE LA PORT DU HAINAUT,"['Prestations de services', 'Formation']",cmp2006,fns,attribution,initial,non,non,Conception et animation d'ateliers numériques itinérants
138,19-144413,2019-09-23,59274,Marquillies,COMMUNE DE MARQUILLIES,['Gros oeuvre'],cmp2006,mapa,appeloffre,initial,non,non,Travaux de réhabilitation et agrandissement de la mairie de Marquillies 126 Place Léon Bocquet 59274 Marquillies
139,19-134720,2019-09-23,59351,Douai,Douaisis Agglo,"['Démolition', 'Travaux forestiers', 'Amiante (désamiantage)']",cmp2006,fns,appeloffre,initial,non,non,"opération "" friche dupont-delecourt ""travaux de démolition, défrichage, désamiantage et de retrait des sources concentrées de pollutioncommune de sin le noble (59920)"
140,19-144398,2019-09-23,59385,Dunkerque,CCAS de Dunkerque,['Denrées alimentaires'],cmp2006,fns,appeloffre,initial,non,non,Prestations de traiteur
141,19-144080,2019-09-23,59662,Villeneuve d'ascq cedex,CARSAT Nord Picardie,['Matériaux de construction'],cmp2006,fns,appeloffre,initial,non,non,"Fourniture et livraison de matériaux divers pour la réalisation de travaux de réaménagement des locaux - cloisons portes, revêtements de sols murs et peinture, faux plafonds menuiseries"
142,19-144342,2019-09-23,60321,Compiègne,Voies navigables de France,"['Berge', 'Enrochements']",cmp2006,mapa,attribution,initial,non,non,"Consolidation de berge, en aval, rive droite du barrage de Vauxrot sur la Rivière Aisne Canalisée"
143,19-144378,2019-09-23,60570,ANDEVILLE,Mairie d'Andeville,['Restauration collective'],cmp2006,fns,attribution,initial,non,non,"Fourniture et livraison en liaison froide de repas cuisinés, de goûters pour la restauration collective scolaire et périscolaire"
144,19-144475,2019-09-23,60570,ANDEVILLE,Mairie d'Andeville,['Télésurveillance'],cmp2006,fns,attribution,initial,non,non,FOURNITURE ET INSTALLATION D'UN SYSTÈME DE VIDEOPROTECTION
145,19-144425,2019-09-23,61014,Alençon,Communauté urbaine d'Alençon,"['Curage', 'Prestations de services']",cmp2006,fns,appeloffre,initial,non,non,Numéro de la consultation : 2_2019056 Curage et inspection télévisée des réseaux d'eaux usées sur le territoire de la Communauté urbaine d'Alençon
146,19-143923,2019-09-23,62018,ARRAS CEDEX 9,Conseil départemental du Pas-de-Calais,"['Carrelage', 'Electricité (travaux)', 'Gros oeuvre', 'Menuiserie', 'Plâtrerie', 'Plomberie (travaux)', 'Revêtements de sols']",cmp2006,fns,appeloffre,initial,oui,non,MPA2-LBMT-19S0406 - MDADT de Lumbres Restructuration et agrandissement de la MDADT - 6 lots
147,19-144326,2019-09-23,62026,Arras cedex,Communauté Urbaine d'Arras,['Voirie'],cmp2006,fns,attribution,initial,non,non,Accord cadre à bons de commande pour les travaux d'extension du parking Rosati à Arras.
148,19-144154,2019-09-23,62030,Arras cedex,Université d'Artois,['Contrôle technique'],cmp2006,fns,appeloffre,initial,non,non,Mission de contrôle technique relative à la mise en oeuvre d'un ascenseur au bâtiment Génie Mécanique - Génie Électrique de l'IUT de Béthune.
149,19-144212,2019-09-23,62030,Arras cedex,Université d'Artois,['Assurance'],cmp2006,fns,appeloffre,initial,non,non,"Prestations d'assurance en responsabilité civile, défense, individuelle accident et assistance rapatriement pour l'université d'Artois."
150,19-144151,2019-09-23,62170,MONTREUIL SUR MER,CA DES DEUX BAIES EN MONTREUILLOIS,['Bâtiments modulaires'],cmp2006,mapa,attribution,initial,non,non,Fourniture et installation de deux bungalows pour les plateformes de déchets
151,19-144152,2019-09-23,62307,Lens cedex,Ville de lens,['Vaisselle'],cmp2006,fns,appeloffre,rectificatif,non,non,ACQUISITION DE VAISSELLE ET DE PETITS MATERIELS DE RESTAURATION - PF19042
152,19-144065,2019-09-23,63028,Clermont-Ferrand cedex 2,MINDEF/AIR/SIAé/AIA CF,['Appareil élévateur'],cmp2006DEFENSE,fns,appeloffre,rectificatif,non,non,fourniture de plate-formes élévatrices pour l'aia de cllermont-ferrand. (rectificatif)
153,19-144104,2019-09-23,64000,PAU,COMMUNE DE PAU,['Espaces verts'],cmp2006,fns,appeloffre,initial,non,non,Acquisition de matériels roulants
154,19-144046,2019-09-23,64000,PAU,COMMUNE DE PAU,['Appareil élévateur'],cmp2006,fns,attribution,initial,non,non,Remplacement et maintenance de deux ponts à colonnes poids lourds
155,19-137999,2019-09-23,64202,Biarritz cedex,Ville de Biarritz,['Espaces verts'],cmp2006,fns,appeloffre,initial,non,oui,"accord-cadre à bons de commande pour l'entretien des espaces verts du boulevard du b.a.b. et du parking de la halle d'iraty, à biarritz."
156,19-138178,2019-09-23,64202,Biarritz cedex,Ville de Biarritz,"['Matériel agricole, horticole']",cmp2006,fns,appeloffre,initial,non,non,accord cadre à marchés subséquents en vue de l'acquisition de fournitures horticoles pour le service des jardins de la ville de biarritz
157,19-143456,2019-09-23,64202,Biarritz cedex,Ville de Biarritz,['Maintenance'],cmp2006,fns,appeloffre,initial,non,non,"accord-cadre à bons de commande portant sur la maintenance des jeux des jardins publics et des écoles de biarritz, et des jeux des jardins publics du s.i.a.z.i.m."
158,19-143524,2019-09-23,64202,Biarritz cedex,Ville de Biarritz,['Prestations de services'],cmp2006,fns,appeloffre,initial,non,non,accord-cadre à marchés subséquents portant sur la réparation des aires de jeux pour enfants de la ville de biarritz et du siazim.
159,19-144431,2019-09-23,65013,TARBES,DEPARTEMENT HAUTES-PYRENEES,"[""Matériel d'imprimerie""]",cmp2006,fns,appeloffre,initial,non,non,"ACQUISITION, INSTALLATION ET MAINTENANCE D'UN TRACEUR, D'UN MATERIEL DE DECOUPE, D'UN ETABLI ET D'UN LAMINATEUR"
160,19-144279,2019-09-23,65013,TARBES,DEPARTEMENT HAUTES-PYRENEES,['Lubrifiants'],cmp2006,fns,appeloffre,initial,non,non,"FOURNITURE ET LIVRAISON DE LUBRIFIANTS, LIQUIDES DE REFROIDISSEMENT ET ADDITIFS MOTEUR POUR VEHICULES ET ENGINS DU DEPARTEMENT"
161,19-144127,2019-09-23,66006,Perpignan,Perpignan Méditerranée Communauté,"['Génie civil', 'Terrassement', 'Voirie']",cmp2006,fns,appeloffre,initial,non,non,Réfection des désordres du contournement du quartier Porte d'Espagne situé Avenue Léon Jean Gregory à Perpignan
162,19-144420,2019-09-23,66006,Perpignan,Perpignan Méditerranée Communauté,['Terrassement'],cmp2006,fns,appeloffre,initial,non,non,TVX-BO-Création d'un bassin de rétention sur la commune de Bompas
163,19-144432,2019-09-23,66962,PERPIGNAN,SCE DEPARTEMENTAL INCENDIE ET SECOURS,['Construction navale'],cmp2006,fns,appeloffre,initial,non,non,Numéro de la consultation : 19AF16 Fourniture d'une embarcation pour les sapeurs-pompiers du SDIS 66
164,19-143091,2019-09-23,67070,Strasbourg,REGION GRAND EST,['Digue'],cmp2006,fns,appeloffre,initial,non,oui,Travaux de renforcement des digues d'Erstein - programme 2019
165,19-122751,2019-09-23,67070,Strasbourg cedex,REGION GRAND EST,['Etude'],cmp2006,fns,appeloffre,initial,non,non,etude de faisabilité 'vallée hydrogène grand est'
166,19-144404,2019-09-23,68021,Colmar Cedex,VILLE DE COLMAR,['Equipements spécialisés'],cmp2006,mapa,appeloffre,initial,non,non,"Fourniture et installation d'un jeu d'orgue comprenant la fibre multimode, et la formation."
167,19-144277,2019-09-23,68024,Colmar,Hopitaux Civils de Colmar,['Maintenance'],cmp2006,fns,appeloffre,initial,non,non,Maintenance des groupes électrogènes
168,19-143655,2019-09-23,68240,Kaysersberg Vignoble,VILLE DE KAYSERSBERG,['Bâtiment'],cmp2006,mapa,appeloffre,initial,oui,oui,"travaux d'extension et de transformation du musée albert schweitzer lots 1, 6, 9, 10 et 11 suite aux lots infructueux du marché 19-301"
169,19-143967,2019-09-23,68305,Saint-Louis,SAINT-LOUIS Agglomération,['Reprographie'],cmp2006,fns,attribution,initial,non,non,Fourniture et pose de signalétique pour le réseau de transports urbains DISTRIBUS
170,19-143965,2019-09-23,68502,Guebwiller Cedex,C.C. de la Région de Guebwiller,['Transport'],cmp2006,fns,appeloffre,initial,non,non,"service de transport à la demande sur le territoire de la communauté de communes de la région de guebwiller dit "" com-com-bus ""."
171,19-144302,2019-09-23,69200,Vénissieux,URSSAF Rhône-Alpes,"['Cloison, faux plafond', 'Electricité (travaux)', 'Etanchéité', 'Peinture (travaux)', 'Plomberie (travaux)']",cmp2006,fns,appeloffre,initial,non,oui,La présente consultation concerne un accord-cadre à marchés subséquents multi-attributaires composés de 9 lots pour les travaux de bâtiment de l'Urssaf Rhône-Alpes.
172,19-144467,2019-09-23,69205,LYON,Ville de Lyon,['Serre'],cmp2006,fns,appeloffre,initial,non,non,Equipements de production de Cibeins - travaux de réparation - lot 01 - serres
173,19-144177,2019-09-23,69330,JONAGE,COMMUNE DE JONAGE,"['Bâtiment', 'Gros oeuvre', 'Menuiserie', 'Métallerie', 'Terrassement']",cmp2006,fns,attribution,initial,non,oui,Projet de construction d'une salle de danse sportive à Jonage
174,19-143947,2019-09-23,69440,Mornant,COMMUNAUTE DE CME DU PAYS MORNANTAIS,"[""Produits d'entretien""]",cmp2006,fns,appeloffre,initial,non,non,lot 2 : fourniture de produits d'entretien et de petits équipements courants pour les besoins de la copamo relancé suite à décision d'infructuosité.
175,19-144433,2019-09-23,69487,Lyon,SYTRAL,"['Matériel ferroviaire', 'Transport']",cmp2006,fns,appeloffre,initial,non,non,Accord-cadre à bons de commande pour les travaux de rechargement de rails sur les lignes de tramway du réseau TCL
176,19-144351,2019-09-23,69487,Lyon,SYTRAL,['Télésurveillance'],cmp2006,fns,appeloffre,initial,non,non,Renouvellement de l'installation de vidéoprotection du parc relais Laurent Bonnevay
177,19-144417,2019-09-23,69505,LYON,Métropole de Lyon,"['Ouvrage hydraulique', 'Terrassement']",cmp2006,fns,appeloffre,initial,oui,oui,Création des bassins de rétention-infiltration de gestion des eaux sur les secteurs de Peyssilieu et Villardier à Meyzieu (2 lots)
178,19-144142,2019-09-23,69505,Lyon,Métropole de Lyon,['Contrôle technique'],cmp2006,fns,attribution,initial,non,non,Contrôle technique automobile sur véhicules légers et utilitaires de la Métropole de Lyon
179,19-143971,2019-09-23,69700,Loire-sur-Rhône,COMMUNE DE LOIRE SUR RHONE,['Photovoltaïque'],autre,divers,appeloffre,initial,non,non,fourniture pose et mise en service de panneaux photovoltaïques sur la toiture d'un bâtiment communal en cours de construction.
180,19-129875,2019-09-23,69960,Corbas,Ville de Corbas,['Terrain de sport'],cmp2006,fns,attribution,initial,non,non,transformation d'une pelouse naturelle d'un terrain de football en gazon synthétique
181,19-144186,2019-09-23,69970,Chaponnay,Ville de Chaponnay,['Electricité (travaux)'],cmp2006,mapa,appeloffre,initial,non,non,Accord-cadre pour les travaux d'entretien et de réparation des bâtiments communaux à Chaponnay (69) - Lot no 5 : électricité
182,19-144027,2019-09-23,70006,Vesoul cedex,Conseil général de la Haute-Saône,['Produits pharmaceutiques'],cmp2006,mapa,appeloffre,initial,non,non,"Acquisition de vaccin diphtérique, tétanique, coquelucheux acellulaire, hépatite B, poliomyélitique inactivé et haemophilus influenzae type b conjugué (adsorbé)"
183,19-143911,2019-09-23,71106,Chalon sur saone cedex,C.A. Chalon Val de Bourgogne,['Collecte sélective'],cmp2006,fns,appeloffre,initial,oui,non,Collecte des encombrants
184,19-135187,2019-09-23,71321,Chalon-sur-Saône Cedex,Ville de Chalon-sur-Saône,['Quincaillerie (articles)'],cmp2006,fns,appeloffre,initial,non,non,fourniture de quincaillerie
185,19-144031,2019-09-23,72037,Le mans cedex 09,CH LE MANS,['Véhicules (location)'],cmp2006,fns,appeloffre,rectificatif,non,non,Location longue durée d'un véhicule-benne à ordures ménagères électriques (BOM)
186,19-144356,2019-09-23,73018,CHAMBERY,DEPARTEMENT DE LA SAVOIE,"[""Maîtrise d'oeuvre""]",cmp2006,mapa,appeloffre,initial,non,non,MAITRISE D'OEUVRE POUR LES TRAVAUX DE CREATION DE SANITAIRES AU COLLEGE LA VANOISE DE MODANE(Numéro de la consultation : 19MG036)
187,19-143858,2019-09-23,73800,Montmélian,Ville de Montmélian,"['Ascenseur', 'Charpente', 'Cloison, faux plafond', 'Echafaudage', 'Matériaux de construction', 'Menuiserie', 'Plomberie (travaux)', 'Serrurerie']",cmp2006,fns,appeloffre,rectificatif,non,non,travaux de rénovation de l'hôtel nicolle de la place
188,19-144472,2019-09-23,74120,MEGEVE,Commune de Megève,"['Prestations de services', 'Equipement muséographique']",cmp2006,mapa,attribution,initial,non,non,"Conception et réalisation de la scénographie et du graphisme de l'exposition temporaire intitulée "" Jean Marais, l'éternel retour "" présentée dans la salle d'expositions du Palais de Me"
189,19-144442,2019-09-23,74190,PASSY,SITOM des Vallées du Mont Blanc,['Collecte sélective'],cmp2006,fns,appeloffre,initial,non,non,Fourniture de caissons de compaction 30 m3
190,19-143939,2019-09-23,74350,CRUSEILLES,COMMUNAUTE DE COMMUNES PAYS CRUSEILLES,['Assurance'],cmp2006,fns,appeloffre,initial,non,non,Services d'assurance pour la Communauté de Communes du Pays de Cruseilles
191,19-143763,2019-09-23,75011,Paris,GIP RESAH,['Laboratoire (fourniture)'],directive24,joue,appeloffre,initial,non,non,FOURNITURE DE TUBES (SANGUINS ET URINAIRES) ET SYSTEMES DE PRELEVEMENTS
192,19-144310,2019-09-23,75012,Paris,EPPD-CNHI,"['Manutention', 'Prestations de services']",cmp2006,mapa,appeloffre,initial,non,non,"le marché a pour objet la réalisation d'un chantier des collections du musée national de l'histoire de l'immigration, qui fait partie de l'EPPPD."
193,19-144430,2019-09-23,75013,Paris,SCI DOCKS EN SEINE,['Electricité (travaux)'],cmp2006,fns,appeloffre,initial,non,non,TRAVAUX D'ENTRETIEN COURANTS DU BÂTIMENT DE LA CITE DE LA MODE ET DU DESIGN - DOCKS EN SEINE
194,19-144005,2019-09-23,75013,Paris,Ville de Paris,['Equipement hydraulique'],cmp2006,mapa,attribution,initial,non,non,Achat d'une motopompe
195,19-144470,2019-09-23,75013,Paris,REGIE IMMOBILIERE DE LA VILLE DE PARIS,['Démolition'],cmp2006,fns,appeloffre,rectificatif,non,non,Démolition du 58 rue de la Santé - 2019DC10017
196,19-144389,2019-09-23,75014,Paris,CENTRE HOSPITALIER SAINTE ANNE PARIS,['Prestations de services'],cmp2006,fns,attribution,initial,non,oui,"Hébergement et transfert d'archives publiques courantes et intermédiaires, dont des dossiers médicaux, pour le GHU Paris - Psychiatrie & Neurosciences."
197,19-144346,2019-09-23,75014,Paris,CENTRE HOSPITALIER SAINTE ANNE PARIS,['Logiciel'],cmp2006,mapa,attribution,initial,non,non,"Achat, installation et maintenance d'une solution logicielle de gestion documentaire pour les bibliothèques du GHU Paris Psychiatrie & Neurosciences"
198,19-144292,2019-09-23,75014,Paris,CENTRE HOSPITALIER SAINTE ANNE PARIS,['Audit'],cmp2006,fns,appeloffre,initial,non,non,Prestation d'expertise comptable pour les Associations de Santé Mentale du GHU Paris Psychiatrie & Neurosciences
199,19-144270,2019-09-23,75015,Paris,Sté d'Exploitation de la Tour Eiffel,['Lubrifiants'],cmp2006,mapa,appeloffre,initial,non,non,"Fourniture (achat et livraison) d'huiles biologiques et de fioul pour les installations de la tour Eiffel (ascenseurs, groupes électrogènes, compresseurs...). Lieu : Tour Eiffel"
200,19-144349,2019-09-23,75015,Paris,Sté d'Exploitation de la Tour Eiffel,['Impression'],cmp2006,mapa,appeloffre,initial,non,non,"La présente consultation a pour objet la fourniture (édition, livraison, stockage) des tickets d'entrée de la tour Eiffel. SETE - Pilier Sud de la Tour Eiffel - 6 Avenue Gustave Eiffel 75007 PARI"
201,19-143764,2019-09-23,75058,Paris cedex 01,Musée du Louvre,"['Informatique (prestations de services)', 'Site internet']",directive24,joue,appeloffre,initial,non,non,Prestations de refonte (conception/maintenance) du site internet du musée du Louvre
202,19-143977,2019-09-23,75578,Paris cedex 12,CNFPT,"['Publicité, Communication']",cmp2006,fns,appeloffre,initial,non,non,Prestations de relecture de corrections et reformulations de documents pour le compte de la direction de la communication du CNFPT
203,19-144489,2019-09-23,75588,Paris,SIPPEREC,['Reprographie'],cmp2006,fns,appeloffre,initial,non,oui,Acquisition et maintenance de photocopieurs
204,19-143938,2019-09-23,75924,Paris cedex 19,ELOGIE SIEMP,['Gros oeuvre'],cmp2006,fns,appeloffre,rectificatif,non,non,Numéro de la consultation : 2019-TX-EMO1-0190 Réhabilitation en milieu occupé de 22 logements et de 3 commerces au 11 rue Bergère 75009 Paris
205,19-143909,2019-09-23,76067,Le havre cedex,GPMH au Havre,"['Matériel de précision', 'Transport']",cmp2006,fns,attribution,initial,non,non,Acquisition et travaux d'installation d'une solution dynamique de comptage d'essieux pour lutter contre le dételage de remorques poids lourds sur le parking d'attente de Port 2000
206,19-144064,2019-09-23,76067,Le havre cedex,GPMH au Havre,['Electricité (travaux)'],cmp2006,fns,appeloffre,initial,non,non,"La présente consultation concerne des travaux de dépose, de destruction et de mise en oeuvre de matériels sur des équipements électriques Haute Tension et Basse Tension, situés sur le domaine portu.."
207,19-144001,2019-09-23,76067,Le havre cedex,GPMH au Havre,['Curage'],cmp2006,fns,appeloffre,initial,non,non,"La présente consultation concerne l'exécution de travaux d'entretien de pistes et de tous types de fossés situés sur le domaine du Grand Port Maritime du Havre, dans les prairies alluvionnai"
208,19-144282,2019-09-23,76067,Le havre cedex,GPMH au Havre,['Caoutchouc'],cmp2006,mapa,appeloffre,initial,non,non,Les prestations concernent la fourniture de 15 défenses d'accostage cylindriques en caoutchouc.
209,19-144441,2019-09-23,76101,ROUEN CEDEX,Département de Seine Maritime,['Audit'],cmp2006,fns,attribution,initial,non,non,Suivi des actions prioritaires de la politique de la gouvernance des ports locaux du littoral de la Seine-Maritime
210,19-144414,2019-09-23,76178,Rouen cedex 1,Etab Public Foncier de Normandie,"['Démolition', 'Amiante (désamiantage)']",cmp2006,fns,appeloffre,initial,non,non,"TRAVAUX DE DESAMIANTAGE ET DECONSTRUCTION DU SITE "" SEINE & OISE"" A LOUVIERS (27)"
211,19-144369,2019-09-23,76360,BARENTIN,COMMUNE DE BARENTIN,['Voirie et réseaux divers'],cmp2006,fns,appeloffre,initial,non,non,"Numéro de la consultation : 2019032 Travaux d'enfouissement des réseaux basse tension, éclairage public et orangeRue Warendorf et Erik Satie"
212,19-143906,2019-09-23,77001,Melun cedex,SDIS77,['Equipement industriel'],cmp2006,mapa,appeloffre,initial,non,non,fourniture et installation d'un module foyer fermé sur un simulateur existant du sdis77
213,19-144436,2019-09-23,77004,MELUN Cedex,Aménagement 77,"['Etude', ""Maîtrise d'oeuvre"", 'Prestations de services']",cmp2006,mapa,appeloffre,initial,non,non,"MISSION DE CONCEPTION URBAINE, PAYSAGERE, ENVIRONNEMENTALE ET TECHNIQUE"
214,19-143905,2019-09-23,77010,Melun,Département de Seine-et-Marne,['Etude'],cmp2006,fns,appeloffre,initial,non,non,"La présente consultation a pour objet l'Accompagnement à la structuration de l'offre d'aide à domicile sur le territoire de Seine-et-Marne :LOT 1 : Diagnostic, contrôle et planificatio"
215,19-144437,2019-09-23,77176,SAVIGNY LE TEMPLE,COMMUNE DE SAVIGNY LE TEMPLE,"['Porte automatique, portail']",cmp2006,fns,appeloffre,rectificatif,non,oui,"2019-18044 : Marché public de maintenance des portes, portails et rideaux automatiques dans les bâtiments communaux"
216,19-143915,2019-09-23,77185,Lognes,COMMUNE LOGNES,"['Gros oeuvre', 'Menuiserie', 'Métallerie', 'Peinture (travaux)', 'Plomberie (travaux)']",cmp2006,fns,appeloffre,initial,non,non,"Travaux d'entretien, de réparation, d'amélioration et d'aménagement dans les bâtiments communaux"
217,19-144286,2019-09-23,77427,Marne-la-Vallée,COMMUNE CHAMPS SUR MARNE,['Terrasse'],cmp2006,fns,appeloffre,initial,non,non,"Entretien des terrasses, toitures, chéneaux et gouttières"
