;a00_cle_idweb;g04_01_date_publication;d01_07_cp;d01_08_ville;d01_01_denomination;g04_052_descripteurs_libelles;g01_02_02_perimetre;g01_02_01_famille;g01_02_03_nature;g01_02_04_statut;g04_061_criteres_sociaux;g04_062_criteres_environnementaux;g04_09_resume_objet
112;19-142862;2019-09-21;69270;Fontaines Sur Saone;COMMUNE DE FONTAINES SUR SAONE;['Repas, traiteur'];directive24;joue;attribution;initial;non;non;Marché de fourniture et la livraison en liaison froide des repas pour le service scolaire et extrascolaire
113;19-142780;2019-09-21;69329;Lyon cedex 03;ATIH;['Prestations de services'];directive24;joue;appeloffre;initial;non;non;Mise à disposition d'assistants(es) de gestion / de projet / marchés publics, de secrétaires et de juristes en droit public intérimaires pour l'ATIH
114;19-142732;2019-09-21;69365;Lyon cedex 07;CROUS de Lyon/Saint-Etienne;['Chauffage (exploitation, entretien)'];directive24;joue;appeloffre;initial;non;non;Marché d'exploitation des installations de génie thermique des bâtiments du Crous de Lyon
115;19-142735;2019-09-21;69373;Lyon cedex 08;CHU Lyon;['Espaces verts'];autre;joue;rectificatif;rectificatif;non;non;ENTRETIEN COURANT DES ESPACES VERTS ET DES ARBRES POUR LE GHT RHONE CENTRE ET LE GCS BLANCHISSERIE (BIHL)
116;19-142672;2019-09-21;69400;Villefranche-sur-Saone;CABVS;['Prestations de services'];directive25;joue;attribution;initial;non;non;Prestations de détection et géo référencement des réseaux souterrains
117;19-142471;2019-09-21;71321;Chalon sur Saône;Centre hospitalier W. Morey;['Prestation hotelière'];directive24;joue;attribution;initial;non;non;fourniture de prestations d'hébergement temporaires
118;19-142563;2019-09-21;72072;Le Mans;DEPARTEMENT DE LA SARTHE;['Informatique (prestations de services)'];directive24;joue;attribution;initial;non;non;Services de télécommunications du Département de la Sarthe
119;19-142678;2019-09-21;74260;Les Gets;Commune des Gets;['Assurance'];directive24;joue;attribution;initial;non;non;Marché de Service relatif à la Prestation d'Assurance pour les besoins de la Commune des Gets
120;19-142698;2019-09-21;75005;Paris;ASSISTANCE PUBLIQUE HOPITAUX DE PARIS;['Equipements spécialisés'];directive24;joue;attribution;initial;non;non;Fourniture d'équipements de radiothérapie dans des hôpitaux de l'AP-HP
121;19-142833;2019-09-21;75010;Paris;PARIS MUSEES;['Audiovisuel'];directive24;joue;appeloffre;initial;non;non;Accompagnement et conseil technique, à la location, l'installation et la maintenance de matériels pour les dispositifs numériques et audiovisuels pour l'établissement public Paris Musées.
122;19-142917;2019-09-21;75011;Paris;GIP RESAH;['Informatique (matériel)'];autre;joue;rectificatif;rectificatif;non;non;LOCATION LONGUE DUREE (LLD) ET ACQUISITION DE MATERIELS INFORMATIQUES, PERIPHERIQUES, ACCESSOIRES ET SERVICES ASSOCIES - lot1 et 2
123;19-142283;2019-09-21;75013;PARIS;Ville de Paris;['Piscine'];autre;joue;rectificatif;rectificatif;non;non;Exploitation de la piscine Keller située au 14, rue de l'Ingénieur-Keller dans le 15e arrondissement de Paris
124;19-142359;2019-09-21;75014;Paris;EPF Ile de France;"[""Assistance à maîtrise d'ouvrage""]";autre;joue;rectificatif;rectificatif;non;non;Assistance à Maîtrise d'Ouvrage dans le cadre de la mise en oeuvre d'un contrat de fortage - Achères (78)
125;19-142704;2019-09-21;75015;Paris;ESCP Europe;['Informatique (prestations de services)', 'Logiciel'];directive24;joue;appeloffre;initial;non;non;Prestations d'intégration de JPLATFORM de l'éditeur JALIOS pour la Digital Workplace de ESCP Europe comprenant l'analyse, le développement, la formation et la maintenance.
126;19-142824;2019-09-21;75020;Paris;Institut National Etudes Démographique;['Mobilier'];autre;joue;rectificatif;rectificatif;non;non;Equipement en mobilier et matériels multimédia de salles de réunion
127;19-142885;2019-09-21;75291;Paris cedex 06;SENAT;['Etude', 'Sondage, enquête'];directive24;joue;appeloffre;initial;non;non;Accord-cadre Etudes d'opinion et exploitation des résultats de consultations sénatoriales,
128;19-142812;2019-09-21;75349;Paris 07 sp;Ministère de l'agriculture;['Assistance technique'];directive24;joue;attribution;initial;non;non;Prestation de traitement d'archives
129;19-142811;2019-09-21;75732;Paris Cedex 15;Ministère de l'éducation nationale;['Informatique (prestations de services)'];directive24;joue;appeloffre;initial;oui;non;Fourniture de prestations de maintenance et prestations associées pour des applications de technologie web conçues sous le CMS Pelican pour le compte du MENJ-MESRI
130;19-142891;2019-09-21;75935;PARIS;Cité de la Musique-Philharmonie Paris;['Impression'];directive24;joue;appeloffre;initial;non;oui;Travaux d'impression
131;19-142586;2019-09-21;76031;Rouen cedex;CHU-Hôpitaux de Rouen;['Carburant, hydrocarbure'];directive24;joue;attribution;initial;non;non;Fourniture de carburants et de fuel domestique pour le 'GHT Rouen Coeur de Seine'
132;19-142434;2019-09-21;76067;Le havre cedex;GPMH au Havre;['Assurance'];autre;joue;rectificatif;rectificatif;non;non;Assurances - Dommages aux Biens Mobiliers et Immobiliers - Bouées Houlographes et Matériels Topographiques - OEuvres d'Art
133;19-142725;2019-09-21;76100;Rouen;Union sociale pour l'habitat de HN;['Prestations de services'];autre;joue;rectificatif;rectificatif;non;non;Réalisation d'une enquête de satisfaction sur la perception de la qualité du service rendu dans l'habitat social en Normandie.
134;19-142691;2019-09-21;77010;Melun;Département de Seine-et-Marne;['Abris', 'Amiante'];directive24;joue;attribution;initial;non;non;Diagnostics amiante dans les collèges et les bâtiments départementaux
135;19-142692;2019-09-21;77011;Melun;COMMUNE MELUN;['Denrées alimentaires'];directive24;joue;appeloffre;initial;non;oui;ACHAT DE DENREES ALIMENTAIRES POUR LA VILLE DE MELUN
136;19-142554;2019-09-21;77347;PONTAULT COMBAULT CEDEX;Ville de Pontault-Combault;['Repas, traiteur', 'Voyage'];directive24;joue;appeloffre;initial;non;non;Organisation de 7 séjours à l'attention de personnes retraitées pour la Ville de Pontault-Combault
137;19-142823;2019-09-21;77360;Vaires sur marne;Ville de Vaires sur Marne;['Assurance'];directive24;joue;appeloffre;initial;non;non;Souscription des contrats d'assurance du groupement de commande constitué entre la Commune et le CCAS de Vaires-sur-Marne
138;19-142259;2019-09-21;78102;Saint germain en laye cedex;ESID IDF;"['Abris', ""Tous corps d'état"", 'Amiante (désamiantage)']";directive24;joue;attribution;initial;oui;non;Accord-cadre à bons de commande portant sur l'exécution de travaux d'entretien et de grosses réparations sur les emprises soutenues par l'ESID IDF et ses organismes subordonnés (USID)
139;19-142636;2019-09-21;78120;Rambouillet;SITREVA;['Bois', 'Déchetterie (exploitation)'];directive24;joue;appeloffre;initial;non;non;Traitement du bois issu des déchèteries du secteur de Dreux
140;19-142791;2019-09-21;80054;Amiens cedex 1;CHU AMIENS PICARDIE;['Maintenance'];directive24;joue;attribution;initial;non;non;Entretien et maintenance des échographes de marque TOSHIBA du GHT SLS.
141;19-142748;2019-09-21;82170;Grisolles;Ville de Grisolles;['Assurance'];directive24;joue;appeloffre;initial;non;non;souscription des contrats d'assurances pour la Commune de Grisolles
142;19-142745;2019-09-21;83000;Toulon;Conseil Général du Var;['Extincteur'];directive24;joue;appeloffre;initial;non;non;Maintenance Des Extincteurs, éclairages De Secours, Installation De Désenfumage, Ria Et Colonnes Sèches Dans Les Bâtiments Du Département Du Var - 5 lots
143;19-142750;2019-09-21;83412;Hyères;Commune d'Hyères-les-Palmiers;['Installation portuaire'];directive24;joue;appeloffre;initial;non;non;Fournitures de pontons flottants et autoportants, installations et travaux divers d'aménagement
144;19-142890;2019-09-21;85400;Luçon;ETABLISSEMENT PUBLIC DU MARAIS POITEVI;['Etude'];directive24;joue;appeloffre;initial;non;non;MAPF no19-02 - Mise en oeuvre du dispositif de suivi de l'évolution de la biodiversité en lien avec la gestion de l'eau dans le Marais poitevin
145;19-142888;2019-09-21;86008;Poitiers Cedex;Conseil Général de la Vienne;"['Etude', 'Prestations de services', ""Assistance à maîtrise d'ouvrage""]";directive24;joue;appeloffre;initial;non;non;"Mission de suivi-animation du PIG (programme d'intérêt général) ""habiter mieux"" de la vienne (86)"
146;19-142730;2019-09-21;87032;Limoges;Université de Limoges;['Matériel de précision'];directive24;joue;attribution;initial;non;non;904 18 68 et 69
147;19-142784;2019-09-21;90015;Belfort;HOPITAL NORD FRANCHE COMTE;['Assurance'];directive24;joue;appeloffre;initial;non;non;Prestations de services d'assurances responsabilité civile hospitalière et protection juridique du GHT Nord Franche-Comté
148;19-142808;2019-09-21;91012;Evry cedex;Conseil général de l'Essonne;['Cuisine (équipement)'];autre;joue;rectificatif;rectificatif;non;non;PRESTATIONS DE GROSSES REPARATIONS, ACQUISITIONS ET INSTALLATIONS DE MATERIELS DE CUISINES COLLECTIVES DANS LES BATIMENTS A USAGE DU DEPARTEMENT DE L?ESSONNE, COLLEGES COMPRIS
149;19-142717;2019-09-21;91106;Corbeil-essonnes;Centre Hospitalier Sud Francilien;['Maintenance'];directive24;joue;attribution;initial;non;non;Entretien et maintenance des matériels et équipements de restauration, des chambres froides alimentaires et médicales pour le GHT Ile de France Sud
150;19-142619;2019-09-21;91898;Orsay cedex;CA COMMUNAUTE PARIS SACLAY;['Restauration collective'];directive24;joue;appeloffre;initial;oui;oui;Exécution de prestations de restauration et de traiteurs pour l'organisation des fêtes, cérémonies, réunions et petits déjeuners de la Communauté Paris-Saclay (hors Voeux de la Collectivité).
151;19-142887;2019-09-21;92931;Paris la défense cedex;PARIS LA DEFENSE;['Panneaux'];directive24;joue;appeloffre;initial;non;non;Mobilier de signalétique piétonne connecté, digital et géolocalisé
152;19-142898;2019-09-21;93000;Bobigny;DEPARTEMENT DE LA SEINE SAINT DENIS;['Abris'];directive24;joue;appeloffre;initial;non;oui;Renovation Et Restructuration Du College Lenain De Tillemont A Montreuil
153;19-142510;2019-09-21;93160;Noisy-le-grand cedex;GRAND PARIS GRAND EST;['Bâtiment', 'Déchetterie (travaux)', 'Espaces verts'];directive24;joue;attribution;initial;oui;oui;Réalisation d'une déchèterie - recyclerie, d'une voirie et d'un dépôt communal à Neuilly-sur-Marne (93)
154;19-142473;2019-09-21;93160;Noisy le grand;GRAND PARIS GRAND EST;['Etude'];directive24;joue;appeloffre;initial;non;non;Mission d'Assistance à Maîtrise d'Ouvrage OPC Urbain pour les programmes de rénovation urbaine inscrits au NPNRU
155;19-142765;2019-09-21;93200;Saint-denis;Société du Grand Paris;['Assainissement'];directive25;joue;attribution;initial;non;non;Marché de travaux de dévoiement du réseau d'assainissement départemental des Hauts de Seine, Gare de Nanterre la Boule
156;19-142774;2019-09-21;93200;Saint-denis;Société du Grand Paris;['Prestations de services'];directive25;joue;attribution;initial;non;non;Auscultations préalables des bâtis, réseaux et ouvrages impactés par les futurs travaux de la Ligne 15 Ouest Tronçon 4
157;19-142606;2019-09-21;93200;Saint-denis;Société du Grand Paris;['Etude', 'Prestations de services'];directive25;joue;attribution;initial;non;non;Expertises scientifiques en géographie et en aménagement - urbanisme
158;19-142627;2019-09-21;93884;Noisy le grand cedex;POLE EMPLOI IDF;['Câblage', 'Charpente', 'Cloison, faux plafond', 'Démolition', 'Gros oeuvre', 'Plomberie (travaux)', 'Terrassement'];directive24;joue;attribution;initial;non;oui;MARCHE DE TRAVAUX DE CONSTRUCTION ET D'AMENAGEMENT DU SITE POLE EMPLOI DE BRIE COMTE ROBERT
159;19-142666;2019-09-21;94380;Bonneuil-sur-Marne;COMMUNE DE BONNEUIL SUR MARNE;['Denrées alimentaires'];directive24;joue;appeloffre;initial;non;oui;Fourniture de denrées alimentaires pour la Ville de Bonneuil-sur-Marne et son centre de vacances
160;19-142819;2019-09-21;94470;Boissy saint léger;Ville de Boissy-saint-Léger;"[""Maîtrise d'oeuvre""]";autre;joue;rectificatif;rectificatif;non;non;Accord cadre de maîtrise technique
161;19-142243;2019-09-21;94682;Vincennes;FONDS GARANTIE ASSUR OBL DE DOMMAGES;['Audiovisuel'];directive24;joue;appeloffre;initial;non;non;Acquisition et services associés des équipements audiovisuels du nouveau siège du Fonds de Garantie situé 64 bis avenue Aubert 94600 Vincennes
162;19-142757;2019-09-21;97100;BASSE-TERRE;Région Guadeloupe;['Prestations de services'];autre;joue;rectificatif;rectificatif;non;non;assistance technique dans le cadre du programme de développement rural cofinancé par le feader 2014-2020 et du programme opérationnel feamp (rectificatif)
163;19-142826;2019-09-21;97100;BASSE-TERRE;CA Sud Basse-Terre;['Curage'];directive24;joue;attribution;initial;non;non;Avis d'attribution : Hydro curage de réseaux sur le périmètre de la Communauté
164;19-142163;2019-09-21;97165;Pointe-à-Pitre Cedex;Grand Port Maritime de la Guadeloupe;['Assurance'];directive24;joue;appeloffre;initial;non;non;marché d'assurance de dommages aux biens
165;19-142938;2019-09-21;97261;Fort de france;MIOMCT / GN / DGGN / CAGN - Le Blanc /;['Electroménager', 'Literie', 'Mobilier'];directive24;joue;attribution;initial;non;non;Acquisition de mobilier d'ameublement au profit du commandement de la gendarmerie de MARTINIQUE. du commandement de la gendarmerie de MARTINIQUE
166;19-93060;2019-09-21;97261;FORT DE FRANCE;COLLECTIVITE TERRITORIALE MARTINIQUE;['Prestations de services'];directive24;joue;appeloffre;initial;oui;non;Mise en oeuvre du dispositif intitulé parcours d'insertion et d'accompagnement social territorial (piste)
167;19-142925;2019-09-21;97284;Le Lamentin;CAISSE DES ECOLES DU LAMENTIN;['Denrées alimentaires'];directive24;joue;preinformation;initial;non;non;Fourniture de denrées alimentaires pour l'année 2020
168;19-142798;2019-09-21;97310;Kourou;CC des Savanes;['Plancher technique', 'Tente'];directive24;joue;appeloffre;initial;non;non;Acquisition et livraison de matériels évènementiels pour la Communauté de Communes Des Savanes
169;19-142555;2019-09-21;97419;La Possession;VILLE DE LA POSSESSION;"[""Maîtrise d'oeuvre""]";directive24;joue;appeloffre;initial;non;non;Mission De Maitrise D'oeuvre Partielle Relative A La Réhabilitation De La Cuisine Satellite De L'école Paul Eluard Et A La Construction D'Une Cuisine Centrale
170;19-142597;2019-09-21;97600;Mamoudzou;Département de Mayotte;['Matériel de téléphonie'];directive24;joue;appeloffre;initial;non;non;Fourniture de services de téléphonie mobile pour le Conseil départemental de Mayotte
171;19-142905;2019-09-21;97821;Le Port;Grand Port Maritime de La Réunion;['Sondage (travaux)'];directive25;joue;attribution;initial;non;non;Campagne d'investigations géotechniques
172;19-142108;2019-09-21;None;Gaillac;Communauté d'aglomération Gaillac Grau;['Livres', 'Papeterie'];directive24;joue;appeloffre;initial;non;non;fournitures scolaires pour les écoles, alsh et alae de la communauté d'agglomération
173;19-142663;2019-09-21;None;CAEN;Université de Caen Normandie;['Voyage', 'Prestation hotelière'];directive24;joue;attribution;initial;non;non;service d'agence de voyages
174;19-142655;2019-09-21;None;miribel;Cté de Cnes de Miribel et du Plateau;['Transport'];directive24;joue;attribution;initial;non;non;execution de services de transport public de voyageurs sur le territoire de la communauté de communes.
175;19-141511;2019-09-21;None;Strasbourg;S.E.R.S.;['Cuisine (équipement)'];directive24;joue;appeloffre;initial;non;non;creation d'un pole d'excellence hotelier a illkirch lots 255 et 256 cuisine
176;19-142602;2019-09-21;None;Epagny Metz Tessy;CH Annecy Genevois;['Surgelés'];directive24;joue;attribution;initial;non;non;Plats cuisines surgelés en ration individuelle
177;19-142589;2019-09-21;None;Nantes cedex 9;Nantes Métropole;['Conteneur, poubelles'];directive24;joue;appeloffre;initial;non;non;fourniture et maintenance de spoints d'apport volontaire sur le territoire de nantes métropole. le contrat comprendra une condition d'exécution relative à l'insertion professionnelle de publics en dif
