a00_cle_idweb,d01_07_cp,d01_08_ville,d01_01_denomination,g04_052_descripteurs_libelles,g04_09_resume_objet,g04_061_criteres_sociaux,g01_02_02_perimetre,g01_02_01_famille,g01_02_03_nature,g01_02_04_statut,g04_062_criteres_environnementaux,g04_01_date_publication
19-141344,44105,NANTES Cedex 4,Atlantic'eau,"[""Maîtrise d'oeuvre""]",Maîtrise d'oeuvre pour les travaux de rénovation et de démolition d'ouvrages de stockage d'eau potable - Programme 2019,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141453,44307,Nantes cedex 3,Institut Mines-Télécom Atlantique,"['Articles de bureau et articles scolaires', 'Papeterie']",Achat de fournitures de bureau pour IMT Atlantique Bretagne Pays de la Loire.,oui,cmp2006,fns,appeloffre,initial,oui,2019-09-17
19-141391,44600,Saint Nazaire,COMMUNE DE SAINT NAZAIRE,['Travaux de viabilité'],Travaux de reprise de surface béton promenade du Front de Mer de Saint-Nazaire - 50 boulevard Wilson,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141483,44605,Saint-Nazaire,COM D AGGLO REG NAZAIRIENNE ESTUAIRE,['Forage'],Création d'un nouveau forage et raccordement pour l'alimentation en eau potable sur le site le Grand Chatelier de Campbon,non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-17
19-140985,44814,Saint herblain cedex,UGECAM Bretagne - Pays de la Loire,['Restauration collective'],Prestations de restauration collective pour la Résidence de Kérampir située à Bohars (département 29),non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141455,45067,Orleans cedex 2,CENTRE HOSPITALIER REGIONAL D ORLEANS,['Véhicules (acquisition)'],Fourniture d'un camion type poids lourd pour la livraison du linge du service de la blanchisserie du Centre Hospitalier Régional d'Orléans MAPA 2019-84,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141392,45200,montargis,SIVLO,"['Etude', 'Rivières/ruisseaux']",Etude de la restauration morphologique du Maurepas à Corbeilles (45),non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-140949,45774,Saran,Ville de Saran,['Charpente'],Travaux de sécurisation de la structure charpente du Centre nautique,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141033,46000,Cahors,Centre Hospitalier de Cahors,"['Repas, traiteur']",fourniture et livraison de pains frais et de viennoiseries fraîches pour le centre hospitalier de Cahors,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141556,47307,VILLENEUVE-SUR-LOT,COMMUNE DE VILLENEUVE SUR LOT,"[""Ouvrage d'art""]",Numéro de la consultation : 19_Ouvrages_ART Inspections détaillées des ouvrages d'art du réseau routier communal de Villeneuve-sur-Lot,non,cmp2006,mapa,attribution,initial,non,2019-09-17
19-141558,47307,VILLENEUVE-SUR-LOT,COMMUNE DE VILLENEUVE SUR LOT,"[""Matériel d'imprimerie""]",Numéro de la consultation : 19-MVSL-0020 Marché de location d'appareils numériques multifonctions pour la Mairie de Villeneuve-sur-Lot,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-141559,47307,VILLENEUVE-SUR-LOT,COMMUNE DE VILLENEUVE SUR LOT,['Matériel électrique'],Numéro de la consultation : 2019_MV_MAT_ELECTR Achat de Fournitures et matériels électriques,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-141141,49071,Beaucouzé,INRA ANGERS NANTES,"[""Tous corps d'état""]",Aménagement d'un laboratoire afin d'accueillir un IRMS,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140598,49321,Cholet,Ville de Cholet,"['Assistance technique', 'Assistance juridique']",Mission d'assistance pour le recouvrement de la taxe locale sur la publicité extérieure (tlpe),non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141450,49408,Saumur Cedex,CA SAUMUR VAL DE LOIRE,"[""Assistance à maîtrise d'ouvrage""]",Mission de programmation pour la réalisation d'une médiathèque à Longué-Jumelles,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-140850,50050,Saint-lô cedex,Conseil départemental de la Manche,"[""Tous corps d'état""]","Restructuration de la salle audio, locaux syndicaux, création d'un local régie, nettoyage des façades à la Maison du Département à Saint-Lô",non,cmp2006,fns,attribution,initial,non,2019-09-17
19-140588,51038,Châlons en Champagne cedex,Département de la Marne,['Voirie'],RD 951 - giratoire CHAMPFLEURY- Réalisation d'une voie de shunt,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140935,52000,CHAUMONT,SDIS 52,['Gaz divers'],Fourniture et acheminement de gaz naturel-.,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141562,52000,CHAUMONT,Conseil général de la Haute-Marne,['Transport'],Acquisition d?un système de géolocalisation de véhicules,non,cmp2006,mapa,attribution,initial,non,2019-09-17
19-141177,55012,BAR LE DUC CEDEX,Communauté agglo Bar le Duc Sud Meuse,"['Bardage', 'Bâtiment', 'Charpente', 'Couverture', 'Etanchéité', 'Menuiserie', 'Serrurerie']","Construction d'un bâtiment gare d'accueil et d'un hall technique dans le cadre de l'aménagement d'un parcours ferré touristique pour "" La Suzanne """,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141300,55012,Bar le duc cedex,SDIS de la Meuse,['Electricité (travaux)'],remplacement des éclairages par des leds sur le site de la direction du sdis2019-07,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141148,56006,VANNES,COMPAGNIE DES PORTS DU MORBIHAN,"['Bâtiment', 'Carrelage', 'Charpente', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Couverture', 'Gros oeuvre', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)']",Rénovation complète du bâtiment Sainte Catherine sur le port départemental de Locmiquélic,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141225,56890,SAINT-AVE,Syndicat Interhospitalier (SILGOM),['Etude'],Mission d'assistance en vue de définir des scenarii d'évolution des blanchisseries du GIP Bretagne Santé Logistique et du GIP SILGOM,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-120773,57036,Metz cedex 1,REGION GRAND EST,['Prestations de services'],missions de coordination de sécurité et de protection de la santé afférentes à la restructuration de la demi-pension au lycée jean morette à landres (54970),non,cmp2006,fns,attribution,initial,non,2019-09-17
19-141362,57036,Metz Cedex 1,REGION GRAND EST,"[""Tous corps d'état""]",démolition / reconstruction et restructuration des salles de sciences et mise en conformité des bâtiments externat (ex4) et (ex5) au LGTR Georges de la tour à Metz (57000) - lot unique,non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-17
19-140423,57036,Metz Cedex 1,REGION GRAND EST,['Fouille archéologique'],réalisation de fouilles archéologiques sur le site cugnot du lycée du toulois - 54200 toul,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-141338,57044,Metz cedex 01,ESID de Metz,['Menuiserie'],Mutzig bas rhin 44RT casernes Clerc et Moussy campagne globale d'échange des volets roulants pvc,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141437,57045,Metz,sebl,['Curage'],Travaux de curage des bassins technique de MOSLPARC,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141188,57045,Metz,sebl,['Voirie et réseaux divers'],"ZAC du Pogin-aménagement terrasses 3, 4, 6 et 7",non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140897,57403,SARREBOURG,Cté de Cnes de Sarrebourg Moselle Sud,['Station de pompage'],"Marché de travaux pour la modernisation de l'arrosage du parcours de golf de Sarrebourg, LOT 2 fourniture et pose de pompes.",non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-140118,59000,Lille,UNIVERSITE DE LILLE,['Matériel électrique'],Mise en place d'une groupe électrogène de secours au pôle recherche de la Faculté de Médecine de l'université de Lille,non,directive24,joue,appeloffre,initial,non,2019-09-17
19-141303,59011,Lille Cedex,CMAR Hauts de France,['Formation'],"Formations transversales et techniques des artisans, leurs conjoints, leurs salariés et autre public, pour la Chambre de métiers et de l'artisanat Hauts-de-France - Relance",non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141570,59013,Lille Cedex,SOC DE RENOVATION ET DE REST DE LILLE,"['Bois', 'Mobilier']",Marché de travaux de reprise du Square avenue des Saules (ouvrage B4) dans la ZAC du 1er secteur opérationnel des Rives de la Haute Deûle à Lille et à Lomme,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-139552,59190,Hazebrouck,Cté de Communes de Flandre Intérieure,['Voyage'],organisation de séjours de vacances avec hébergement pour l'été 2020 - 6 lots,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-136172,59322,Valenciennes,Centre hospitalier de Valenciennes,['Isolation'],travaux d'isolation du centre hospitalier d'avesnes,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-135007,59351,Douai cedex,Douaisis Agglo,['Assainissement'],"renouvellement d'une partie des branchements de la rue de la république et renouvellement du refoulement, remplacement des pompes de la station de refoulement rue de la république à dechy",non,cmp2006,fns,appeloffre,initial,oui,2019-09-17
19-141018,59427,Armentières cedex,Ville d'Armentières,['Cimetière'],Réalisation d'un jardin du souvenir,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141202,59652,Villeneuve D'Ascq,Ville de Villeneuve d'Ascq,['Prestations de services'],POSE ET DEPOSE DES BARRIERES DE SECURITE POUR LES MANIFESTATIONS DU STADE PIERRE MAUROY,non,cmp2006,fns,appeloffre,initial,oui,2019-09-17
19-140126,59658,Villeneuve d'Ascq,CUE LILLE NORD DE FRANCE,['Impression'],Impression de papeterie logotypée et de supports de scolarité,non,directive24,joue,appeloffre,initial,non,2019-09-17
19-141433,59700,Marcq-en-baroeul,Ville de Marcq-en-Baroeul,['Habillement'],Fourniture incluant la livraison de tenues et équipements motards pour la Police Municipale - Ville de Marcq-en-Baroeul.,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-140904,59942,Dunkerque,Syndicat Intercommunal Dunes Flandre,"[""Maîtrise d'oeuvre""]",Marché de maîtrise d'oeuvre pour la réhabilitation d'une partie des espaces intérieurs des tennis de Bray-Dunes,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141568,60000,BEAUVAIS,Ets Public Foncier Local de l'Oise,"['Amiante', 'Amiante (diagnostic)']","Le marché public no19 - PA PI - 04 a pour objet la réalisation des diagnostics amiantes, plombs et HAP de l'ancien lycée technique ''GOURNAY'' de CREIL.",non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140983,60160,Montataire,COMMUNE DE MONTATAIRE,['Prestations de services'],Intermédiation dans le cadre de la vente de biens immobiliers pour la ville de Montataire,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141016,60290,Laigneville,Communauté de communes du Liancourtois,"['Bassin, étang', 'Curage']",entretien des fossés et bassins,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141080,60550,Verneuil-en-halatte,COMMUNE DE VERNEUIL EN HALATTE,"['Bâtiment', 'Cloison, faux plafond', 'Electricité (travaux)', 'Menuiserie']",Aménagement d'un cabinet paramédical,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-134817,60607,clermont de l'oise,CHI de Clermont,['Couches'],fourniture de produits d'incontinence,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-140930,62018,ARRAS CEDEX 9,Conseil départemental du Pas-de-Calais,['Eclairage public'],MPA4 CVIT 19S0571 - RD 937 Eclairage Public Giratoire Route Nationale-BEUVRY,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140220,62030,Arras cedex,Université d'Artois,['Prestations de services'],Entretien et maintenance des terrasses et chéneaux de différents sites de l'Université.,non,directive24,joue,appeloffre,initial,oui,2019-09-17
19-141123,62100,Calais,SEPD,['Climatisation'],Remplacement du système de climatisation sur le site du Port de CALAIS,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141282,62100,Calais,SEPD,['Assainissement'],Numéro de la consultation : 2019-TX-0076 Travaux de mise aux normes de l'assainissement du Terminal Transmanche du Port de Calais,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141090,62170,MONTREUIL SUR MER,CA DES DEUX BAIES EN MONTREUILLOIS,"[""Maîtrise d'oeuvre""]",maîtrise d'oeuvre pour les travaux visant à sécuriser la rive nord de la baie d'Authie par dragage et mesures de stabilisation,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141316,62218,LOISON SOUS LENS,COMMUNE DE LOISON SOUS LENS,"['Signalisation', 'Signalétique']",Signalisation Horizontale et Verticale,oui,cmp2006,fns,appeloffre,initial,oui,2019-09-17
19-140896,62252,Hénin Beaumont Cédex,COMMUNE DE HENIN BEAUMONT,"['Pompes', 'Station de relevage']",Entretien de stations de relevage d'eaux usées et de nappe,non,cmp2006,mapa,appeloffre,initial,oui,2019-09-17
19-140876,62407,BETHUNE,Mairie de Béthune,['Equipement sportif'],Numéro de la consultation : PA 2019 T 19/18 Travaux d'installation de modules sportifs 'type fitness' au parc paysager de la Gare d'Eau à Béthune,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-141285,62968,LONGUENESSE,CA DU PAYS DE SAINT OMER,"['Assainissement', 'Station de refoulement']","Numéro de la consultation : 2019-037 Commune d'Eperlecques - Assainissement programme 2019 - Rues du Ganspette, du Cluse et de Graverweghe",non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141116,63063,CLERMONT-FERRAND,REGIE T2C,['Articles de bureau et articles scolaires'],FOURNITURES ET LIVRAISON DE FOURNITURES DE BUREAU ET PAPIER,non,cmp2006,fns,appeloffre,initial,oui,2019-09-17
19-140960,63200,RIOM,SYND MIXTE COLLECTE TRAITEMENT RESIDUS,['Ordures ménagères (prestations)'],"1911T RÉCEPTION, STOCKAGE ET CHARGEMENT DES DÉCHETS D'EMBALLAGE EN VERRE ISSUS DE LA COLLECTE DES POINTS D'APPORT VOLONTAIRE",non,cmp2006,fns,attribution,initial,non,2019-09-17
19-141284,63200,Riom,CC RIOM LIMAGNE ET VOLCANS,['Prestations de services'],appel à projet touristique pour l'abbaye de mozac,non,autre,divers,appeloffre,initial,non,2019-09-17
19-140950,64000,PAU,COMMUNE DE PAU,['Ascenseur'],Rénovation des deux ascenseurs et remplacement de l'édicule du Parking Bosquet Place d'Espagne,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-140090,64202,Biarritz,Ville de Biarritz,"['Matériel électrique', 'Prestations de services']",pose et dépose de décors d'illuminations pour les fêtes de fin d'année,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141412,64360,Tarsacq,SM EAU ASSAINISSEMENT GAVE BAISE,"['Alimentation en eau potable', 'Canalisations', ""Maîtrise d'oeuvre"", 'Réservoir']",Maîtrise d'oeuvre pour les travaux de renouvellement des canalisations et des équipements hydrauliques du réservoir sur tour d'Aubertin,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141154,65013,Tarbes,CENTRE HOSPITALIER DE BIGORRE,['Prestations de services'],Contrôle de la qualité du codage PMSI/MCO,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141029,66006,Perpignan,Perpignan Méditerranée Communauté,"['Réseaux divers', 'Voirie']",AMENAGEMENT D'UN PARKING RUE VICTOR HUGO,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141476,66530,Claira,CC CORBIERES SALANQUE MEDITERRANEE,['Assurance'],PRESTATIONS D'ASSURANCE,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141213,66906,PERPIGNAN,DEPARTEMENT DES PYRENEES-ORIENTALES,"['Espaces verts', 'Végétaux']",RD900 - Rocade Ouest de Perpignan - Section Centre - Lot : Aménagements Paysagers,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-141059,66931,PERPIGNAN CEDEX,COMMUNE DE PERPIGNAN,['Papeterie'],Acquisition de papier d'impression pour les différents services de la Ville de Perpignan et de la Communauté Urbaine Perpignan Méditerranée Métropole,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-141119,66962,PERPIGNAN,SCE DEPARTEMENTAL INCENDIE ET SECOURS,"['Bâtiment', 'Electricité (travaux)', 'Gros oeuvre', 'Peinture (travaux)', 'Plomberie (travaux)']",Numéro de la consultation : 19AT14 Travaux de réhabilitation du centre d'incendie et de secours d'Elne,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140148,67000,Strasbourg,DDT du Bas-Rhin,"['Génie civil', ""Ouvrage d'art"", 'Palplanches', 'Passe à poissons', 'Terrassement']",travaux de réalisation d'une passe à poissons sur le barrage du doernel à strasbourg (67000),oui,cmp2006,fns,appeloffre,initial,oui,2019-09-17
19-141178,67011,Strasbourg cedex 1,CARSAT Alsace-Moselle,['Assistance juridique'],"Prestations d'assistance, de conseils juridiques et représentations en justice pour la Carsat Alsace-Moselle. Lot 1 : Droit du travail Lot 2 : Droit privé Lot 3 : Droit public",non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141381,67084,Strasbourg cedex,IN'LI GRAND EST,['Menuiserie'],"Marché de remplacement de portes d'entrée, portes de garage et menuiseries extérieures du patrimoine lorrain d'in'li Grand Est",non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141229,67100,Strasbourg,SOCIETE IMMOBILIERE DU BAS RHIN,"[""Tous corps d'état""]",Réaménagement du local ASF 5 allée des Comtes à Strasbourg,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141045,67150,Erstein,COMMUNE DE ERSTEIN,['Espaces verts'],Accord cadre relatif à la fourniture pour le fleurissement de la Ville d'Erstein - Saison 2020-2021,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141111,67150,Erstein,COMMUNE DE ERSTEIN,['Espaces verts'],STC919V PRESTATIONS D'ENTRETIEN DES ESPACES VERTS DE LA VILLE D'ERSTEIN,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141256,68006,COLMAR CEDEX,Conseil départemental du Haut-Rhin,['Formation'],GROUPES D'ANALYSE DE LA PRATIQUE A L'ATTENTION DES ASSISTANTS FAMILIAUX EMPLOYÉS PAR LE SERVICE DE L'AIDE SOCIALE A L'ENFANCE,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141195,68051,Mulhouse Cedex,GHR Mulhouse Sud Alsace,"['Audit', 'Sécurité incendie']",recherche d'une expertise en sécurité incendie afin de réaliser le schéma d'organisation de la sécurité incendie (sosi) des sites du ghrmsa,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-140851,68272,Wittenheim cedex,Ville de Wittenheim,['Papeterie'],Achat et livraison de papier pour l'ensemble des services de la Ville,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141430,68600,Volgelsheim,COM COM PAYS RHIN BRISACH,"['Informatique (prestations de services)', 'Informatique (assistance)']",PRESTATIONS INFORMATIQUES D'ASSISTANCE ET DE MAINTENANCE DES MATERIELS,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141096,69195,Saint-Fons Cedex,Commune de Saint-Fons,['Sécurité incendie'],Remplacement et mise en conformité des systèmes de sécurité incendie,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-140978,69269,Lyon cedex 2,REGION AUVERGNE RHONE ALPES,['Déménagement'],Déménagement du bâtiment scientifique dans le cadre de la restructuration du lycée Camille Vernet à Valence,non,cmp2006,mapa,appeloffre,rectificatif,non,2019-09-17
19-141594,69285,LYON,Musée des Confluences,['Assurance'],Assurance portant sur la prévoyance des salariés du musée des Confluences,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140835,69347,Lyon cedex 07,DRSID Lyon,"[""Tous corps d'état""]",ISTRES (13) - BA125 - Travaux de rénovation tous corps d'état des bureaux du bâtiment G2D 0415 (ESID-19146_148 ; no COSI : 454259),non,cmp2006,fns,appeloffre,initial,oui,2019-09-17
19-141440,69362,Lyon cédex 07,MINARM/EMA/SCA/PFAF-CE/BAP,['Equipement sportif'],"Fourniture et installation d'appareils de musculation, workout et fitness de plein air au profit du Groupements de Soutien des Bases de Défense (GSBdD) de Grenoble-Annecy-Chambéry (38)",non,cmp2006,fns,appeloffre,initial,oui,2019-09-17
19-141046,69390,VERNAISON,COMMUNE DE VERNAISON,['Bâtiment'],Extension de la salle des sports - Impasse de la Lône - 69390 VERNAISON,non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-17
19-141336,69421,Lyon cedex 03,S.G.A.P. SUD-EST,"[""Tous corps d'état""]",Travaux d'aménagement et de réhabilitation du Département Formations à l'École Nationale Supérieure de Police (ENSP) à St-Cyr au Mont d'Or (2019-029),non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141287,69530,BRIGNAIS,COMMUNAUTE COMMUNES VALLEE DU GARON,"['Espaces verts', 'Réseaux divers']",Numéro de la consultation : 2019-TX-CCVG-0012 Aménagement de la rue Louis Lafforgue à Brignais,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140882,69601,VILLEURBANNE,Ville de Villeurbanne,['Climatisation'],MAITRISE D'OEUVRE POUR L'INSTALLATION D'UN SYSTÈME DE RAFRAICHISSEMENT A LA MAISON DU LIVRE DE L'IMAGE ET DU SON,non,cmp2006,mapa,attribution,initial,non,2019-09-17
19-141156,69601,VILLEURBANNE,Ville de Villeurbanne,"[""Maîtrise d'oeuvre""]",MAITRISE D'OEUVRE ET OPC POUR LA REQUALIFICATION DU SQUARE DE LA ROSERAIE,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141549,69653,Villefranche-sur-Saône,Ville de Villefranche-sur-saône,['Mobilier'],REMPLACEMENT DES TABLES DU MARCHE COUVERT,non,cmp2006,mapa,attribution,initial,non,2019-09-17
19-141270,69653,Villefranche-sur-Saône,Ville de Villefranche-sur-saône,"['Carrelage', 'Charpente', 'Gros oeuvre', 'Peinture (travaux)']",REHABILITATION DE LA MAISON VERMOREL,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140958,69653,Villefranche-sur-Saône,Ville de Villefranche-sur-saône,['Voirie'],AMENAGEMENT DE LA RUE DES JARDINIERS,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-140212,70014,Vesoul,DIRECTION DEPARTEMENTALE TERRITOIRES,"['Etude', 'Prestations de services']",Rivière l'Ognon (en amont de la ville de Lure) simulations hydrauliques,non,directive24,joue,appeloffre,initial,non,2019-09-17
19-141367,70103,Gray cedex,Ville de Gray,['Ingénierie'],Mission d'assistance à maîtrise d'ouvrage pour le diagnostic et la réhabilitation de l'îlot Tour de grosse,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141308,71026,Mâcon cedex 9,Conseil Général de Saône-et-Loire,"[""Maîtrise d'oeuvre""]","Maîtrise d'oeuvre pour la restructuration du bâtiment C au collège "" Pasteur "" à MACON",non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-131846,71106,Chalon sur saone Cedex,C.A. Chalon Val de Bourgogne,"[""Aire d'accueil""]",gestion des aires d'accueil des gens du voyage sur le territoire de la communauté d'agglomération du grand chalon,non,directive24,joue,appeloffre,initial,non,2019-09-17
19-141312,71321,Chalon sur saône cedex,Ville de Chalon-sur-Saône,['Nettoyage urbain'],"Prestations d'entretien des voiries et espaces publics en matière de propreté urbaine pour les quartiers stade, fontaine au loup, clairs logis, aubépins et prés saint jean",oui,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140096,73207,Albertville,Ville d'Albertville,['Bâtiments modulaires'],Construction modulaire des bureaux de la Direction des services techniques en extension du Centre Technique Municipal et création d'une fourrière municipale,non,directive24,joue,attribution,initial,non,2019-09-17
19-140685,73375,Le bourget du lac cedex,SOCIETE AMENAGEMENT DE LA SAVOIE,['Travaux de viabilité'],Travaux d'aménagement de la ZAC du Grand Verger - 3ème tranche - à CHAMBERY (73000)Aménagement de surface,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-140870,73700,Montvalezan,Commune de Montvalezan,"['Prestations de services', 'Transport']",Prestation de secours héliportés pour la Station de la Rosière,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141302,74120,MEGEVE,Commune de Megève,['Equipement sportif'],Aménagement d'un skatepark,non,cmp2006,fns,attribution,initial,non,2019-09-17
19-141290,74166,ST JULIEN EN GENEVOIS Cedex,Communauté de Communes du Genevois,"['Etude', 'Dépollution']",Diagnostic de pollution des milieux ZAE du Grand Châble,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140961,74190,PASSY,Cté de Cnes Pays du Mont-Blanc,['Logiciel'],"Marché public de prestation de servicepour la conception et la réalisation de médias de visite en autonomie de valorisation des patrimoines (Combloux, Megève, Passy)",non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141065,74300,CHATILLON SUR CLUSES,Mairie de Chatillon,['Voirie'],ROUTE DE BLANC - REPARATION D'UN AFFAISSEMENT DE TERRAIN ET REFECTION DES REVETEMENTS,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-140854,74374,PRINGY CEDEX,CH Annecy Genevois,['Matériel médical'],"FOURNITURE, LIVRAISON ET MISE EN SERVICE D'UN THERMOCYCLEUR TEMPS REEL AVEC MAINTENANCE ASSOCIEE",non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141548,74500,PUBLIER,COM COMMUNES PAYS EVIAN VAL ABONDANCE,"['Démolition', 'Amiante (désamiantage)']",Désamiantage et démolition d'une partie des bâtiments de l'ancien collège des Rives du Léman,non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-17
19-141482,75007,Paris,ETS PUB DU MUS D ORSAY MUS ORANGERIE,['Equipement muséographique'],"Location, livraison, montage exploitation et démontage de matériels de projection pour les besoins de l'EPMOO",non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141445,75007,Paris,ETS PUB DU MUS D ORSAY MUS ORANGERIE,['Audiovisuel'],"Le marché a pour objet l'achat de consommables techniques, pièces détachées et accessoires de sécurité ou d'équipements destinés aux manifestations organisées par l'Auditorium de l&apos",non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-141425,75007,Paris,ETS PUB DU MUS D ORSAY MUS ORANGERIE,['Prestations de services'],Marché de conception scénographique et assistance technique à la réalisation de l'exposition Darwin,non,cmp2006,mapa,appeloffre,initial,non,2019-09-17
19-140782,75008,Paris,ERAFP,['Prestations de services'],sélection de cabinet(s) spécialisé(s) en stratégie climat,non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-133381,75009,Paris,Syndicat des Transports Ile-de-France,['Etude'],"prestations de sécurité et protection de la santé pour encadrer let zen 5, et la construction du site de maintenance et de remisage de l'opération à choisy-le-roi.",non,cmp2006,fns,appeloffre,initial,oui,2019-09-17
19-141356,75010,Paris,DIR INTERREGIONALE DOUANES IDF,['Crédit-bail'],"Location de salles équipées afin d'organiser pour le compte de la Direction Interrégionale des Douanes d'Île-de-France, les épreuves écrites des concours de la DGDDI",non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141078,75012,PARIS,Opéra national de Paris,['Ascenseur'],"maintenance et aux travaux de modernisation et/ou de mise en conformité des ascenseurs, monte-charge (hors monte-décors de lOpéra Bastille) et escaliers mécaniques de lOpéra national de Paris",non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-17
19-135008,75013,Paris,EAU DE PARIS,['Matériel de sécurité'],"Renouvellement et renforcement des installations de sûreté des usines de L'hay-les-Roses, d'Orly et de Joinville (94) et Sorques, Desquinemare (77)",non,cmp2006,fns,attribution,initial,non,2019-09-17
19-141459,75013,Paris,Ville de Paris,"['Isolation', 'Spectacle']","L'établissement est implanté le long du quai de Jemmapes, face au canal. Ce bâtiment est contigu à un gymnase et surplombé de logements à partir du R+2.Le Centre Paris Anim' (CPA) Jemmapes c",non,cmp2006,fns,appeloffre,initial,non,2019-09-17
19-141042,75013,PARIS,EAU DE PARIS,"['Panneaux', 'Photovoltaïque']",Maintenance des installations photovoltaïques des sites d'Eau de Paris,non,cmp2006,fns,appeloffre,rectificatif,oui,2019-09-17
