,index,g01_01_id_web,g04_01_date_publication,len_d05_25_lots,description,valeur,valeurmax,valeurmin,codenuts,cpv,criteresattribution,d01_01_denomination,d01_02_code_ident_national,d01_05_adjudicateur_nuts,d01_07_cp,d01_08_ville,d01_15_url_profil_acheteur,datedebut,dateexecution,datefin,datelancement,datelivraison,dureejours,dureemois,infocompl,intitule,lieuprincipal,nbcandidats,num,optionsdescription,optionsnon,optionsoui,quantite,renouvellementdescription,renouvellementnon,renouvellementoui,suphuitansjustification,supquatreansjustification,variantesnon,variantesoui,catalogueelectroniquenon,catalogueelectroniqueoui
94,249,19-25316,2019-02-15,2,"Le présent marché, concerne des travaux intérieurs de métallerie ferronnerie, serrurerie sur l'ensemble des équipements transférés de la Mairie du 5ème Secteur.",,,,[],44316500,[],ville de marseille,,,13275,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,,"Travaux intérieurs de métallerie ferronnerie, serrurerie",,,2,,,,,,,,,,,,,
95,250,19-25316,2019-02-15,2,"Le présent marché, concerne des travaux extérieurs de métallerie ferronnerie, serrurerie et mobilier urbain sur l'ensemble des équipements transférés de la Mairie du 5ème Secteur.",,,,[],44316500,[],ville de marseille,,,13275,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,,"Travaux extérieurs de métallerie ferronnerie, serrurerie et mobilier urbain",,,1,,,,,,,,,,,,,
96,251,19-25720,2019-02-15,4,Entretien des espaces verts transférés zone 13e A,,,,[],77313000,[],ville de marseille,,,13014,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,Le renouvellement du marché se fait par tacite reconduction.Le lot 1 a une surface totale de 28 735 m2 et est divisé en 2 postes :- poste 1 : entretien et propreté des espaces verts - poste 2 : maintenance des réseaux d'arrosagePour le lot 1 : le poste 2 a un montant annuel maximum de 4 500 euro(s) HT.,Entretien des espaces verts transférés zone 13e A,,,1,,,,,,,,,,,,,
97,252,19-25720,2019-02-15,4,Entretien des espaces verts transférés zone 13e B,,,,[],77312000,[],ville de marseille,,,13014,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,Le renouvellement du marché se fait par tacite reconduction.Le lot 2 a une surface totale de 28258 m2 et est divisé en 2 postes :- poste 1 : entretien et propreté des espaces verts - poste 2 : maintenance des réseaux d'arrosage.Pour le lot 2 : le poste 2 a un montant annuel maximum de 4 500 euro(s) HT.,Entretien des espaces verts transférés zone 13e B,,,2,,,,,,,,,,,,,
98,253,19-25720,2019-02-15,4,Entretien des espaces verts transférés zone 14e A,,,,[],77310000,[],ville de marseille,,,13014,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,Le renouvellement du marché se fait par tacite reconduction.Le lot 3 a une surface totale de 14 035 m2 et est divisé en 2 postes :- poste 1 : entretien et propreté des espaces verts - poste 2 : maintenance des réseaux d'arrosage.Pour le lot 3 : le poste 2 a un montant annuel maximum de 3 400 euro(s) HT.,Entretien des espaces verts transférés zone 14e A,,,3,,,,,,,,,,,,,
99,254,19-25720,2019-02-15,4,Entretien des espaces verts transférés zone 14e B,,,,[],77312000,[],ville de marseille,,,13014,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,Le renouvellement du marché se fait par tacite reconduction.Le lot 4 a une surface totale de 14 541 m2 et est divisé en 2 postes :- poste 1 : entretien et propreté des espaces verts - poste 2 : maintenance des réseaux d'arrosage.Pour le lot 4 : le poste 2 a un montant annuel maximum de 3 400 euro(s) HT.,Entretien des espaces verts transférés zone 14e B,,,4,,,,,,,,,,,,,
100,255,19-25855,2019-02-20,5,"Fourniture et livraison de pièces de rechange d'origine pour les véhicules utilitaires (VU) et poids lourds (PL) duBataillon de marins pompiers de Marseille et du Service du Parc automobile de la Ville de Marseille, de marque Iveco",,,,['FRL04'],34312000,"[{'value': 'Prix', 'poids': '50'}, {'value': 'Délai de livraison', 'poids': '30'}, {'value': ""Sécurité d'approvisionnement"", 'poids': '15'}, {'value': ""Protection de l'environnement"", 'poids': '5'}]",ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,,,Pièces de rechange d'origine pour VU/PL de marque Iveco,,,1,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,,,,,,,,
101,257,19-25855,2019-02-20,5,"Fourniture et livraison de pièces de rechange d'origine pour les véhicules légers (VL), utilitaires (VU) du Bataillon demarins pompiers de Marseille et du Service du Parc automobile de la Ville de Marseille, de marque Renault/Dacia",,,,['FRL04'],34312000,"[{'value': 'Prix', 'poids': '50'}, {'value': 'Délai de livraison', 'poids': '30'}, {'value': ""Sécurité d'approvisionnement"", 'poids': '15'}, {'value': ""Protection de l'environnement"", 'poids': '5'}]",ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,,,Pièces de rechange d'origine pour VL/VU de marques Renault/Dacia,,,3,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,,,,,,,,
102,256,19-25855,2019-02-20,5,"Fourniture et livraison de pièces de rechange d'origine pour les véhicules légers (VL) du Bataillon de marinspompiers de Marseille et du Service du Parc automobile de la Ville de Marseille, de marque Land Rover",,,,['FRL04'],34312000,"[{'value': 'Prix', 'poids': '50'}, {'value': 'Délai de livraison', 'poids': '30'}, {'value': ""Sécurité d'approvisionnement"", 'poids': '15'}, {'value': ""Protection de l'environnement"", 'poids': '5'}]",ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,,,Pièces de rechange d'origine pour VL de marque Land Rover,,,2,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,,,,,,,,
103,258,19-25855,2019-02-20,5,"Fourniture et livraison de pièces de rechange d'origine pour les poids lourds (PL) du Bataillon de marins pompiers deMarseille et du Service du Parc automobile de la Ville de Marseille, de marque Renault Trucks",,,,['FRL04'],34312000,"[{'value': 'Prix', 'poids': '50'}, {'value': 'Délai de livraison', 'poids': '30'}, {'value': ""Sécurité d'approvisionnement"", 'poids': '15'}, {'value': ""Protection de l'environnement"", 'poids': '5'}]",ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,,,Pièces de rechange d'origine pour PL de marque Renault Trucks,,,4,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,,,,,,,,
104,259,19-25855,2019-02-20,5,"Fourniture et livraison de pièces de rechange d'origine pour les véhicules utilitaires (VU) et poids lourds (PL) duBataillon de marins pompiers de Marseille et du Service du Parc automobile de la Ville de Marseille, de marque Mercedes",,,,['FRL04'],34312000,"[{'value': 'Prix', 'poids': '50'}, {'value': 'Délai de livraison', 'poids': '30'}, {'value': ""Sécurité d'approvisionnement"", 'poids': '15'}, {'value': ""Protection de l'environnement"", 'poids': '5'}]",ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,,,Pièces de rechange d'origine pour VU/PL de marque Mercedes,,,5,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,,,,,,,,
105,265,19-29828,2019-02-27,6,Chauffage - Ventilation - Plomberie,,,,['FRL04'],45330000,"[{'value': ""Prix de l'offre"", 'poids': '60'}, {'value': ""Valeur technique de l'offre"", 'poids': '40'}]",ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,,,Chauffage - Ventilation - Plomberie,,,6,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,,,,,,,,
106,264,19-29828,2019-02-27,6,Électricité courant fort /courant faible,,,,['FRL04'],45311200,"[{'value': ""Prix de l'offre"", 'poids': '60'}, {'value': ""Valeur technique de l'offre"", 'poids': '40'}]",ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,,,Electricité courant fort /courant faible,,,5,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,,,,,,,,
107,263,19-29828,2019-02-27,6,Menuiseries extérieures,,,,['FRL04'],45421000,"[{'value': ""Prix de l'offre"", 'poids': '60'}, {'value': ""Valeur technique de l'offre"", 'poids': '40'}]",ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,,,Menuiseries extérieures,,,4,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,,,,,,,,
108,260,19-29828,2019-02-27,6,VRD-Aménagements extérieurs,,,,['FRL04'],45112710,"[{'value': ""Prix de l'offre"", 'poids': '60'}, {'value': ""Valeur technique de l'offre"", 'poids': '40'}]",ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,,,VRD-Aménagements extérieurs,,,1,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,,,,,,,,
109,261,19-29828,2019-02-27,6,Démolition- Gros Oeuvre,,,,['FRL04'],45111100,"[{'value': ""Prix de l'offre"", 'poids': '60'}, {'value': ""Valeur technique de l'offre"", 'poids': '40'}]",ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,,,Démolition- Gros Oeuvre,,,2,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,,,,,,,,
110,262,19-29828,2019-02-27,6,Cloisons- Doublages- Faux Plafonds - Menuiseries interieures - Peinture- Aménagements intérieurs,,,,['FRL04'],45421141,"[{'value': ""Prix de l'offre"", 'poids': '60'}, {'value': ""Valeur technique de l'offre"", 'poids': '40'}]",ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,,,Cloisons- Doublages- Faux Plafonds - Menuiseries interieures - Peinture- Aménagements intérieurs,,,3,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,,,,,,,,
111,266,19-30632,2019-02-28,1,"Location et maintien en condition opérationnelle d'un simulateur de crash hélicoptère en milieu aquatique, incluant l'installation et le démontage (cabine et moyen de levage), ainsi que la formation à la mise en oeuvre du simulateur au profit du personnel instructeur du bataillon de marins-pompiers de Marseille",,,,['FRL04'],80650000,"[{'value': ""Prix de l'offre"", 'poids': '35'}, {'value': ""Valeur technique de l'offre"", 'poids': '30'}, {'value': 'Assistance technique', 'poids': '15'}, {'value': ""Durée d'indisponibilité du silulateur de crash hélicoptère"", 'poids': '10'}, {'value': ""Délai d'exécution de la livraison et installation du simulateur de crash hélicoptère"", 'poids': '5'}, {'value': ""Performance en matière de protection de l'environnement"", 'poids': '5'}]",ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,,,,,,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,,,,,,,,
112,280,19-33631,2019-03-01,2,"MISSIONS D'EXPERTISES ET DE BUREAU D'ETUDES TECHNIQUES PORTANT SUR LES BÂTIMENTS ET INFRASTRUCTURES dans le Secteur Nord (les 2éme,3éme,4éme,5éme,13éme,14éme,15éme et 16éme arrondissements et équipements rattachés situés hors du territoire de la commune de Marseille).",,,,[],71700000,[],ville de marseille,,,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,Le volume suivant des prestations est donné pour une période d'un (1) an- Lot 2 : Minimum : 20 000 Euros H.T. - Maximum : 104 000 Euros H.T,MISSIONS D'EXPERTISES ET DE BUREAU D'ETUDES TECHNIQUES PORTANT SUR LES BÂTIMENTS ET INFRASTRUCTURES secteur Nord,,,2,,,,,,,,,,,,,
113,279,19-33631,2019-03-01,2,"MISSIONS D'EXPERTISES ET DE BUREAU D'ETUDES TECHNIQUES PORTANT SUR LES BÂTIMENTS ET INFRASTRUCTURES dans le Secteur Sud (les 1er,6éme,7éme,8éme,9éme,10éme,11éme et 12éme arrondissements et équipements rattachés situés hors du territoire de la commune de Marseille).",,,,[],71700000,[],ville de marseille,,,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,Le volume suivant des prestations est donné pour une période d'un (1) an- Lot 1 : Minimum : 20 000 Euros H.T. - Maximum : 104 000 Euros H.T.,MISSIONS D'EXPERTISES ET DE BUREAU D'ETUDES TECHNIQUES PORTANT SUR LES BÂTIMENTS ET INFRASTRUCTURES secteur Sud,,,1,,,,,,,,,,,,,
114,271,19-32829,2019-03-02,2,"Les principales prestations attendues sont :- la location des équipements objet du marché et de tous les accessoires nécessaires à leur montage et à leur implantation,- le transport et le montage de l'ensemble des équipements commandés et le démontage en fin de prestation,",,,,['FRL04'],39522530,,ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,48,Cet accord-cadre sera passé avec un seul titulaire.La durée du marché se définit comme suit : 48 mois (4 ans) fermes à compter de sa date de notification au titulaire.,"Location, transport, montage et démontage de tentes, chapiteaux, structures et équipements annexes dans le secteur géographique communal de tous les arrondissements excepté le 8ème.",,,2,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<RENOUVELLEMENT_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<VARIANTES_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,"<?xml version=""1.0"" encoding=""UTF-16""?>
<CATALOGUE_ELECTRONIQUE_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",
115,270,19-32829,2019-03-02,2,"Les principales prestations attendues sont :- la location des équipements objet du marché et de tous les accessoires nécessaires à leur montage et à leur implantation,- le transport et le montage de l'ensemble des équipements commandés et le démontage en fin de prestation,",,,,['FRL04'],39522530,,ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,"Cet accord-cadre sera passé avec un nombre de 3 (trois) titulaires, avec remise en concurrence pour attribution de marchés subséquentsLa reconduction du marché se fera de manière tacite, par période de 12 mois, dans la limite de 3 reconductions.","Location, transport, montage et démontage de tentes, chapiteaux, structures et équipements annexes dans le secteur géographique communal du 8ème arrondissement.",,,1,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"la durée du marché se définit comme suit : 12 mois à compter de sa date de notification au titulaire. La reconduction du marché se fera de manière tacite, par période de 12 mois, dans la limite de 3 reconductions.",,"<?xml version=""1.0"" encoding=""UTF-16""?>
<RENOUVELLEMENT_OUI xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<VARIANTES_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,"<?xml version=""1.0"" encoding=""UTF-16""?>
<CATALOGUE_ELECTRONIQUE_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",
116,276,19-33233,2019-03-03,7,Chauffage - Ventilation - Plomberie - Sanitaires,,,,['FRL04'],45232460,,ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,,Chauffage - Ventilation - Plomberie - Sanitaires,,,5,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<RENOUVELLEMENT_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<VARIANTES_OUI xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,
117,275,19-33233,2019-03-03,7,Menuiseries extérieures - Serrurerie - Protection solairePrestation supplémentaire éventuelle (PSE) : réalisation d'une grille sur rampe,,,,['FRL04'],44316500,,ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,,Menuiseries extérieures - Serrurerie - Protection solaire - réalisation d'une grille sur rampe (PSE),,,4,Prestation supplémentaire éventuelle (PSE) : réalisation d'une grille sur rampe,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_OUI xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<RENOUVELLEMENT_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<VARIANTES_OUI xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,
118,278,19-33233,2019-03-03,7,Equipements cuisine,,,,['FRL04'],39141000,,ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,,Equipements cuisine,,,7,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<RENOUVELLEMENT_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<VARIANTES_OUI xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,
119,277,19-33233,2019-03-03,7,Electricité courants forts - courants faibles,,,,['FRL04'],45311200,,ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,,Electricité courants forts - courants faibles,,,6,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<RENOUVELLEMENT_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<VARIANTES_OUI xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,
120,273,19-33233,2019-03-03,7,Cloison - Doublage - Faux plafonds - Peinture - Sol souple - Nettoyage,,,,['FRL04'],45432111,,ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,,Cloison - Doublage - Faux plafonds - Peinture - Sol souple - Nettoyage,,,2,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<RENOUVELLEMENT_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<VARIANTES_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,
121,274,19-33233,2019-03-03,7,Menuiseries intérieures - Mobilier - Signalétique,,,,['FRL04'],39100000,,ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,,Menuiseries intérieures - Mobilier - Signalétique,,,3,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<RENOUVELLEMENT_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<VARIANTES_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,
122,272,19-33233,2019-03-03,7,VRD - Structure - Maçonnerie - Etanchéité - Carrelage - Espaces verts Prestation supplémentaire éventuelle (PSE) : réalisation de gradins pour l'aménagement du talus,,,,['FRL04'],45431000,,ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,12,,VRD - Structure - Maçonnerie - Etanchéité - Carrelage - Espaces verts - réalisation de gradins pour l'aménagement du talus (PSE),,,1,Prestation supplémentaire éventuelle (PSE) : réalisation de gradins pour l'aménagement du talus,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<OPTIONS_OUI xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<RENOUVELLEMENT_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<VARIANTES_OUI xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,
123,289,19-34224,2019-03-06,33,"Les prestations d'accueil et d'animation à destination des enfants comprennent la coordination, l'organisation, la gestion et la réalisation de celles-ci.Pour les écoles maternelles et élémentaires :- Des Garderies du Matin pendant les périodes scolaires les lundis, mardis, jeudis et vendredis de 07H30 à 08h30.- Des Animations du Soir pendant les périodes scolaires les lundis, mardis, jeudis et vendredis de 16h30 à 18 heures.Pour les écoles élémentaires :- Un Temps récréatif pendant la pause méridienne, en période scolaire deux jours par semaine, soit les lundis et jeudis, soit les mardis et vendredis, de 11h30 à 13h30, au choix du candidat.","{'value': 309600, 'devise': 'EUR'}",,,['FRL04'],92331210,[],ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,48,,Prestations d'accueil et d'animation périscolaires dans les écoles maternelles et élémentaires publiques de la Ville de Marseille : 33 lots.,,,9,,,,,,,,,,,,,
124,288,19-34224,2019-03-06,33,"Les prestations d'accueil et d'animation à destination des enfants comprennent la coordination, l'organisation, la gestion et la réalisation de celles-ci.Pour les écoles maternelles et élémentaires :- Des Garderies du Matin pendant les périodes scolaires les lundis, mardis, jeudis et vendredis de 07H30 à 08h30.- Des Animations du Soir pendant les périodes scolaires les lundis, mardis, jeudis et vendredis de 16h30 à 18 heures.Pour les écoles élémentaires :- Un Temps récréatif pendant la pause méridienne, en période scolaire deux jours par semaine, soit les lundis et jeudis, soit les mardis et vendredis, de 11h30 à 13h30, au choix du candidat.","{'value': 318240, 'devise': 'EUR'}",,,['FRL04'],92331210,[],ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,48,,Prestations d'accueil et d'animation périscolaires dans les écoles maternelles et élémentaires publiques de la Ville de Marseille : 33 lots.,,,8,,,,,,,,,,,,,
125,296,19-34224,2019-03-06,33,"Les prestations d'accueil et d'animation à destination des enfants comprennent la coordination, l'organisation, la gestion et la réalisation de celles-ci.Pour les écoles maternelles et élémentaires :- Des Garderies du Matin pendant les périodes scolaires les lundis, mardis, jeudis et vendredis de 07H30 à 08h30.- Des Animations du Soir pendant les périodes scolaires les lundis, mardis, jeudis et vendredis de 16h30 à 18 heures.Pour les écoles élémentaires :- Un Temps récréatif pendant la pause méridienne, en période scolaire deux jours par semaine, soit les lundis et jeudis, soit les mardis et vendredis, de 11h30 à 13h30, au choix du candidat.","{'value': 380160, 'devise': 'EUR'}",,,['FRL04'],92331210,[],ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,48,,Prestations d'accueil et d'animation périscolaires dans les écoles maternelles et élémentaires publiques de la Ville de Marseille : 33 lots.,,,16,,,,,,,,,,,,,
126,305,19-34224,2019-03-06,33,"Les prestations d'accueil et d'animation à destination des enfants comprennent la coordination, l'organisation, la gestion et la réalisation de celles-ci.Pour les écoles maternelles et élémentaires :- Des Garderies du Matin pendant les périodes scolaires les lundis, mardis, jeudis et vendredis de 07H30 à 08h30.- Des Animations du Soir pendant les périodes scolaires les lundis, mardis, jeudis et vendredis de 16h30 à 18 heures.Pour les écoles élémentaires :- Un Temps récréatif pendant la pause méridienne, en période scolaire deux jours par semaine, soit les lundis et jeudis, soit les mardis et vendredis, de 11h30 à 13h30, au choix du candidat.","{'value': 344160, 'devise': 'EUR'}",,,['FRL04'],92331210,[],ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,48,,Prestations d'accueil et d'animation périscolaires dans les écoles maternelles et élémentaires publiques de la Ville de Marseille : 33 lots.,,,25,,,,,,,,,,,,,
127,297,19-34224,2019-03-06,33,"Les prestations d'accueil et d'animation à destination des enfants comprennent la coordination, l'organisation, la gestion et la réalisation de celles-ci.Pour les écoles maternelles et élémentaires :- Des Garderies du Matin pendant les périodes scolaires les lundis, mardis, jeudis et vendredis de 07H30 à 08h30.- Des Animations du Soir pendant les périodes scolaires les lundis, mardis, jeudis et vendredis de 16h30 à 18 heures.Pour les écoles élémentaires :- Un Temps récréatif pendant la pause méridienne, en période scolaire deux jours par semaine, soit les lundis et jeudis, soit les mardis et vendredis, de 11h30 à 13h30, au choix du candidat.","{'value': 413280, 'devise': 'EUR'}",,,['FRL04'],92331210,[],ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,48,,Prestations d'accueil et d'animation périscolaires dans les écoles maternelles et élémentaires publiques de la Ville de Marseille : 33 lots.,,,17,,,,,,,,,,,,,
128,299,19-34224,2019-03-06,33,"Les prestations d'accueil et d'animation à destination des enfants comprennent la coordination, l'organisation, la gestion et la réalisation de celles-ci.Pour les écoles maternelles et élémentaires :- Des Garderies du Matin pendant les périodes scolaires les lundis, mardis, jeudis et vendredis de 07H30 à 08h30.- Des Animations du Soir pendant les périodes scolaires les lundis, mardis, jeudis et vendredis de 16h30 à 18 heures.Pour les écoles élémentaires :- Un Temps récréatif pendant la pause méridienne, en période scolaire deux jours par semaine, soit les lundis et jeudis, soit les mardis et vendredis, de 11h30 à 13h30, au choix du candidat.","{'value': 190080, 'devise': 'EUR'}",,,['FRL04'],92331210,[],ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,48,,Prestations d'accueil et d'animation périscolaires dans les écoles maternelles et élémentaires publiques de la Ville de Marseille : 33 lots.,,,19,,,,,,,,,,,,,
129,300,19-34224,2019-03-06,33,"Les prestations d'accueil et d'animation à destination des enfants comprennent la coordination, l'organisation, la gestion et la réalisation de celles-ci.Pour les écoles maternelles et élémentaires :- Des Garderies du Matin pendant les périodes scolaires les lundis, mardis, jeudis et vendredis de 07H30 à 08h30.- Des Animations du Soir pendant les périodes scolaires les lundis, mardis, jeudis et vendredis de 16h30 à 18 heures.Pour les écoles élémentaires :- Un Temps récréatif pendant la pause méridienne, en période scolaire deux jours par semaine, soit les lundis et jeudis, soit les mardis et vendredis, de 11h30 à 13h30, au choix du candidat.","{'value': 334080, 'devise': 'EUR'}",,,['FRL04'],92331210,[],ville de marseille,,FRL04,13233,marseille,http://marchespublics.mairie-marseille.fr,,,,,,,48,,Prestations d'accueil et d'animation périscolaires dans les écoles maternelles et élémentaires publiques de la Ville de Marseille : 33 lots.,,,20,,,,,,,,,,,,,
